row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
URIIDFP-001,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,investor deck fleet productivity,Source cache,4,pdf files,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations,"Cached official URI investor presentations for 2025 Q2, 2025 Q4, 2026 Q1, and 2026 Q2","Downloaded from official s21.q4cdn.com/336331232 URI investor presentation URLs",source-cached,"The investor deck source family is now cached locally.","Local text extraction is not available without a PDF parser; source interpretation uses official indexed PDF text plus cached PDFs.","Add local PDF parser or transcript source cache"
URIIDFP-002,Q2 2026 deck,United Rentals,URI,capital-intensive real-economy buildout,fleet productivity definition,Fleet productivity definition,rate + time utilization + mix,text,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 37 fleet productivity overview,"Deck defines fleet productivity as the combined impact of changes in rental rates, time utilization, and mix on owned equipment rental revenue",definition-visible,"The deck confirms what is inside the fleet productivity bucket.","It does not quantify the three components separately.","Transcript and management commentary"
URIIDFP-003,Q2 2026 deck,United Rentals,URI,capital-intensive real-economy buildout,mix definition,Mix definition,"customer mix; fleet mix; geographic mix; business mix including Specialty",text,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 37 fleet productivity overview,"Deck defines mix categories",definition-visible,"Mix is broader than fleet category: it includes customer, fleet, geographic, and business mix including Specialty.","It does not quantify any mix subcomponent.","Transcript; specialty category mix; segment OEC"
URIIDFP-004,Q1 2023,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,2.0,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 25.6%, inflation -1.5%, fleet productivity 2.0%, OER growth 26.1%, ancillary/re-rent -0.1%, rental revenue growth 26.0%",deck-bridge-visible,"Q1 2023 bridge is visible in the deck history.","It does not split rate/time/mix.","Transcript or older detailed deck"
URIIDFP-005,Q2 2023,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,-2.0,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 25.5%, inflation -1.5%, fleet productivity -2.0%, OER growth 22.0%, ancillary/re-rent -0.9%, rental revenue growth 21.1%",deck-bridge-visible,"Q2 2023 had negative aggregate fleet productivity despite large average-OEC growth.","It does not say whether the negative bucket came from rate, time, or mix.","Transcript or older detailed deck"
URIIDFP-006,Q3 2023,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,-2.2,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 22.2%, inflation -1.5%, fleet productivity -2.2%, OER growth 18.5%, ancillary/re-rent -0.5%, rental revenue growth 18.0%",deck-bridge-visible,"Q3 2023 had negative aggregate fleet productivity.","It does not split rate/time/mix.","Transcript or older detailed deck"
URIIDFP-007,Q4 2023,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,0.3,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 15.1%, inflation -1.5%, fleet productivity 0.3%, OER growth 13.9%, ancillary/re-rent -0.4%, rental revenue growth 13.5%",deck-bridge-visible,"Q4 2023 aggregate fleet productivity turned slightly positive.","It does not split rate/time/mix.","Transcript or older detailed deck"
URIIDFP-008,Q1 2024,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,4.0,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 3.6%, inflation -1.5%, fleet productivity 4.0%, OER growth 6.1%, ancillary/re-rent 0.8%, rental revenue growth 6.9%; deck marks Yak acquisition quarter",deck-bridge-visible,"Q1 2024 had strong aggregate fleet productivity and was a Yak acquisition quarter.","It does not isolate Yak's impact except where later pro forma notes are given.","Yak pro forma and transcript commentary"
URIIDFP-009,Q2 2024,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,4.6,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 2.7%, inflation -1.5%, fleet productivity 4.6%, OER growth 5.8%, ancillary/re-rent 2.0%, rental revenue growth 7.8%",deck-bridge-visible,"Q2 2024 had the strongest aggregate fleet productivity in this deck history.","It does not split rate/time/mix.","Transcript or older detailed deck"
URIIDFP-010,Q3 2024,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,3.5,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 3.8%, inflation -1.5%, fleet productivity 3.5%, OER growth 5.8%, ancillary/re-rent 1.6%, rental revenue growth 7.4%",deck-bridge-visible,"Q3 2024 aggregate fleet productivity stayed positive.","It does not split rate/time/mix.","Transcript or older detailed deck"
URIIDFP-011,Q4 2024,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,4.3,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 4.1%, inflation -1.5%, fleet productivity 4.3%, OER growth 6.9%, ancillary/re-rent 2.8%, rental revenue growth 9.7%",deck-bridge-visible,"Q4 2024 had strong productivity and ancillary/re-rent contribution.","It does not split rate/time/mix.","Transcript or older detailed deck"
URIIDFP-012,Q1 2025,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,3.1,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 3.3%, inflation -1.5%, fleet productivity 3.1%, OER growth 4.9%, ancillary/re-rent 2.5%, rental revenue growth 7.4%; pro forma fleet productivity 1.9% including pre-acquisition Yak results",deck-bridge-visible,"Q1 2025 reported productivity was 3.1%, but the deck gives a lower 1.9% pro forma Yak figure.","It does not split rate/time/mix.","Yak pro forma bridge and transcript"
URIIDFP-013,Q2 2025,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,3.3,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 3.6%, inflation -1.5%, fleet productivity 3.3%, OER growth 5.4%, ancillary/re-rent 0.8%, rental revenue growth 6.2%",deck-bridge-visible,"Q2 2025 bridge matches the earlier release/deck source-boundary pass.","It does not split rate/time/mix.","Q2 2025 transcript"
URIIDFP-014,Q3 2025,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,2.0,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 4.2%, inflation -1.5%, fleet productivity 2.0%, OER growth 4.7%, ancillary/re-rent 1.1%, rental revenue growth 5.8%",deck-bridge-visible,"Q3 2025 aggregate fleet productivity slowed from Q2 2025.","It does not split rate/time/mix.","Q3 2025 transcript"
URIIDFP-015,Q4 2025,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,0.5,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 4.5%, inflation -1.5%, fleet productivity 0.5%, OER growth 3.5%, ancillary/re-rent 1.1%, rental revenue growth 4.6%",deck-bridge-visible,"Q4 2025 was the trough aggregate fleet-productivity quarter in the 2025-2026 bridge window.","It does not say whether the slowdown was rate, time utilization, or mix.","Q4 2025 transcript"
URIIDFP-016,Q1 2026,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,2.3,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 5.7%, inflation -1.5%, fleet productivity 2.3%, OER growth 6.5%, ancillary/re-rent 2.2%, rental revenue growth 8.7%",deck-bridge-visible,"Q1 2026 aggregate fleet productivity improved from Q4 2025.","It does not split rate/time/mix.","Q1 2026 transcript"
URIIDFP-017,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Fleet productivity,3.4,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck table: average OEC 7.1%, inflation -1.5%, fleet productivity 3.4%, OER growth 9.0%, ancillary/re-rent 3.7%, rental revenue growth 12.7%",deck-bridge-visible,"Q2 2026 had the strongest reported rental revenue growth in the current 2025-2026 window, with both higher average OEC and higher ancillary/re-rent contribution.","It does not split the 3.4% fleet productivity into rate/time/mix.","Q2 2026 transcript and source-call commentary"
URIIDFP-018,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Owned equipment rental revenue growth,9.0,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"7.1% average OEC + -1.5% assumed inflation + 3.4% fleet productivity = 9.0% OER growth",deck-bridge-visible,"The deck gives the owned-equipment rental revenue bridge line, which is closer to fleet capital output than total rental revenue.","It is still not true utilization or ROIC.","Owned-rental revenue dollars and segment OEC"
URIIDFP-019,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,deck fleet productivity bridge,Ancillary and re-rent contribution,3.7,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Slide 38 fleet productivity table,"Deck states 3.7% contribution from ancillary and re-rent",deck-bridge-visible,"The previously inferred Q2 2026 ancillary/re-rent contribution is now deck-stated.","It does not represent owned equipment utilization.","Transcript and ancillary mix detail"
URIIDFP-020,FY/Q 2025-2026,United Rentals,URI,capital-intensive real-economy buildout,claim boundary,Safe claim boundary,investor-deck-aggregate-productivity-bridge-visible,text,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/investor-presentations/2026-q2-investor-presentation.pdf,Synthesis of slides 37-38,"Combines deck definition and bridge rows",safe-claim-boundary,"The investor deck makes aggregate fleet-productivity bridge evidence visible and confirms Q2 2026 rental revenue growth was supported by average OEC growth, fleet productivity, and ancillary/re-rent contribution.","Do not say rental rate, time utilization, or mix are separately quantified.","Transcripts; segment OEC; operating-profit return; growth/replacement capex"
