claim_id,company,manager,vehicle,period,industry,amortized_cost_usd_m,fair_value_usd_m,percent_of_net_assets,share_of_total_fair_value_percent,source_file,source_table_index,source_row_index,source_basis,status
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Software and Services,6793.0,6451.2,46.45,21.98,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,22,7,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Financial Services,3686.8,3935.8,28.34,13.41,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,26,22,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,3277.9,2895.2,20.84,9.86,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,33,6,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Commercial and Professional Services,2873.4,2811.9,20.25,9.58,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,41,18,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Services,1973.4,1972.1,14.2,6.72,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,48,5,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Insurance,1483.2,1570.5,11.31,5.35,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,51,9,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Capital Goods,1338.7,1437.5,10.35,4.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,56,4,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Distribution and Retail,1418.3,1377.6,9.92,4.69,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,59,13,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Investment Funds and Vehicles,1159.4,1180.5,8.5,4.02,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,60,2,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Sports, Media and Entertainment",1020.5,1121.0,8.07,3.82,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,62,28,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences",846.3,835.2,6.01,2.85,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,64,18,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Materials,698.2,672.9,4.84,2.29,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,66,22,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Consumer Durables and Apparel,555.9,549.4,3.96,1.87,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,68,22,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Independent Power and Renewable Electricity Producers,370.6,452.0,3.25,1.54,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,69,5,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Automobiles and Components,385.1,373.2,2.69,1.27,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,70,18,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Household and Personal Products,339.1,348.2,2.51,1.19,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,71,25,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Energy,381.1,329.5,2.37,1.12,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,72,11,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Food and Beverage,338.5,314.5,2.26,1.07,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,74,3,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Data Centers,281.3,279.6,2.01,0.95,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,74,8,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Technology Hardware and Equipment,143.2,142.5,1.03,0.49,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,74,25,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Transportation,139.1,141.5,1.02,0.48,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,75,9,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Gas Utilities,103.0,91.6,0.66,0.31,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,75,18,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Telecommunication Services,66.2,63.5,0.46,0.22,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,75,25,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Real Estate Management and Development,2.4,2.4,0.02,0.01,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,75,29,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,official-subtotal-reconciles-to-total-fair-value
