row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
URIYMAE-001,2024 acquisition,United Rentals,URI,capital-intensive real-economy buildout,Yak/Matting acquisition economics,Source boundary,yak-acquisition-economics-visible,text,"https://investors.unitedrentals.com/press-releases/press-releases-details/2024/United-Rentals-to-Acquire-Yak-Access-for-1.1-Billion/default.aspx; https://www.sec.gov/Archives/edgar/data/1067701/000106770125000008/R14.htm",URI acquisition announcement and FY2024 acquisition footnote,"Synthesis of official acquisition disclosure",source-boundary,"Yak acquisition economics are visible at acquisition level.","This does not disclose ongoing Matting category margin, OEC, capex, utilization, or ROIC inside URI.","Post-acquisition Matting category economics"
URIYMAE-002,March 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak acquisition funding,Base purchase price,1.100,B USD,URI acquisition announcement,Key acquisition statistics,"Base purchase price disclosed by URI",company-announcement,"URI announced an approximately 1.100B USD cash acquisition of Yak.","This is not the final acquisition-date fair value or full invested-capital measure.","Purchase accounting footnote"
URIYMAE-003,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak acquisition accounting,Acquisition-date purchase-price fair value,1.158,B USD,SEC R14 acquisition footnote,FY2024 acquisition footnote,"Cash plus estimated contingent consideration",filed-source-table,"The acquisition-date fair value of purchase price to acquire Yak was 1.158B USD.","It is not the same as OEC or replacement cost of the mat fleet.","Final purchase accounting and category OEC"
URIYMAE-004,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak acquisition accounting,Estimated contingent consideration,41,M USD,SEC R14 acquisition footnote,FY2024 acquisition footnote,"Estimated contingent consideration included in fair value",filed-source-table,"URI included 41M USD of estimated contingent consideration in the acquisition fair value.","The maximum contingent payment could be higher.","Contingent consideration updates"
URIYMAE-005,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak acquisition accounting,Maximum contingent consideration,50,M USD,SEC R14 acquisition footnote,FY2024 acquisition footnote,"Maximum revenue-attainment contingent consideration",filed-source-table,"Maximum contingent consideration was 50M USD based on revenue attainment in the first two years after closing.","It does not disclose whether the maximum was earned.","Subsequent contingent consideration disclosure"
URIYMAE-006,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,Yak operating economics,Yak adjusted revenue,353,M USD,URI acquisition announcement,Key acquisition statistics,"Yak adjusted revenue for year ended December 31 2023",company-announcement,"Yak generated 353M USD of adjusted revenue in 2023.","It is pre-acquisition Yak adjusted revenue, not ongoing URI Matting revenue.","Post-acquisition category revenue"
URIYMAE-007,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,Yak operating economics,Yak adjusted EBITDA,171,M USD,URI acquisition announcement,Key acquisition statistics,"Yak adjusted EBITDA for year ended December 31 2023",company-announcement,"Yak generated 171M USD of adjusted EBITDA in 2023.","It is pre-acquisition adjusted EBITDA and does not prove ongoing URI Matting margin or ROIC.","Post-acquisition category EBITDA"
URIYMAE-008,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,Yak operating economics,Yak adjusted EBITDA margin,48.4,percent,derived from URI acquisition announcement,Derived metric,"171M USD adjusted EBITDA / 353M USD adjusted revenue",derived-acquisition-metric,"Yak's 2023 adjusted EBITDA margin was about 48.4% on the disclosed adjusted basis.","It is not a GAAP gross margin or ongoing URI Matting margin.","Post-acquisition Matting margin"
URIYMAE-009,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,Yak operating scale,Yak mat fleet,600000,mats,URI acquisition announcement,Key acquisition statistics,"Approximately 600000 mats",company-announcement,"Yak had approximately 600000 hardwood, softwood, and composite mats.","Approximate mat count does not disclose age, OEC, utilization, or replacement cost.","Mat fleet OEC/replacement cost"
URIYMAE-010,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,Yak operating scale,Adjusted revenue per mat,588,USD per mat,derived from URI acquisition announcement,Derived metric,"353M USD adjusted revenue / 600000 mats",derived-acquisition-metric,"Yak generated about 588 USD of adjusted revenue per mat in 2023 using approximate mat count.","It is not utilization, rate, or revenue per average deployed mat.","Mat utilization/rate source"
