extraction_id,company,ticker,period,field,value,unit,source_anchor,what_it_proves,boundary,claim_status
ARADUSHC-001,Addus HomeCare Corporation,ADUS,FY2025,total revenue,1.42,B USD,analysis/company-first-principles/healthcare/specialized-health-services/addus-homecare-corporation/company-analysis.md; extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-packet.md; extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-profile.md,Addus has scaled a recurring home-care platform.,"Revenue does not prove caregiver availability, patient outcomes, reimbursement adequacy, or clean collection.",home-care-scale-visible
ARADUSHC-002,Addus HomeCare Corporation,ADUS,FY2025,net income,95.9,M USD,extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-profile.md,The model produced visible annual profit.,Net income does not prove branch-level margins or service-line cash quality.,annual-profit-visible-with-boundary
ARADUSHC-003,Addus HomeCare Corporation,ADUS,FY2025,adjusted EBITDA,180.0,M USD,extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-profile.md,Adjusted operating earnings were visible at annual scale.,Adjusted EBITDA is not cash collection and can exclude real costs.,annual-adjusted-ebitda-visible-with-boundary
ARADUSHC-004,Addus HomeCare Corporation,ADUS,Q4 2025,revenue,373.1,M USD,extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-packet.md; extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-profile.md,The company exited 2025 with a large quarterly base.,Quarterly revenue does not prove labor stability or payer-rate durability.,q4-revenue-visible
ARADUSHC-005,Addus HomeCare Corporation,ADUS,Q4 2025,net income,29.8,M USD,extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-packet.md; extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-profile.md,Quarterly profit was visible at year end.,Net income does not prove patient outcomes or acquisition return.,q4-profit-visible-with-boundary
ARADUSHC-006,Addus HomeCare Corporation,ADUS,Q4 2025,operating cash flow,18.8,M USD,extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-packet.md,Cash generation was visible but lower than Q1 and Q2 2026.,"Operating cash flow does not allocate cash by payer, branch, or service line.",q4-operating-cash-flow-visible-with-boundary
ARADUSHC-007,Addus HomeCare Corporation,ADUS,Q1 2026,revenue,363.6,M USD,extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-packet.md; extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-profile.md,Revenue stayed large entering 2026.,"Revenue does not prove visit volume, billable hours, or collection quality.",q1-revenue-visible
ARADUSHC-008,Addus HomeCare Corporation,ADUS,Q1 2026,net income,25.1,M USD,extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-packet.md; extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-profile.md,The first quarter remained profitable.,Quarterly profit can weaken if caregiver wages outrun reimbursement.,q1-profit-visible-with-boundary
ARADUSHC-009,Addus HomeCare Corporation,ADUS,Q1 2026,adjusted EBITDA,44.5,M USD,extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-packet.md; extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-profile.md,Adjusted EBITDA remained visible.,Adjusted EBITDA does not prove service-line free cash flow.,q1-adjusted-ebitda-visible-with-boundary
ARADUSHC-010,Addus HomeCare Corporation,ADUS,Q1 2026,operating cash flow,52.4,M USD,extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-packet.md,Operating cash flow was visible in the first quarter.,"Operating cash flow still needs receivables, payroll, capex, and acquisition reconciliation before cash-proof use.",q1-operating-cash-flow-visible-with-boundary
ARADUSHC-011,Addus HomeCare Corporation,ADUS,Q2 2026,"revenue, net income, adjusted EBITDA, and operating cash flow",377.4 / 27.6 / 49.2 / 40.0,M USD,analysis/company-first-principles/healthcare/specialized-health-services/addus-homecare-corporation/company-analysis.md; extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-packet.md; extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-profile.md,"The latest local quarter showed revenue, profit, adjusted earnings, and cash flow together.","This does not prove caregiver adequacy, rate support, service quality, or collections by service line.",q2-revenue-profit-cash-visible-with-boundary
ARADUSHC-012,Addus HomeCare Corporation,ADUS,Q2 2026,revenue mix,78.4 personal care / 17.0 hospice / 4.6 home health,percent,analysis/company-first-principles/healthcare/specialized-health-services/addus-homecare-corporation/company-analysis.md; extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-packet.md; extracted/healthcare/specialized-health-services/addus-homecare-corporation/company-profile.md,"Addus is mostly a lower-acuity personal-care business, with hospice and home health as complements.","Revenue mix does not prove patient outcomes, quality, visit completion, or payer profitability by service line.",home-care-mix-visible-with-boundary
