row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
SAOB-001,2025-09-01,Sterling Infrastructure,STRL,Capital-intensive buildout,Acquisition platform,CEC total fair value of consideration transferred,561.589,M USD,raw/sec/industrial-goods/heavy-construction/sterling-infrastructure-inc/strl-20260331.htm,Q1 2026 10-Q acquisition note,Tagged business-combination consideration,source-table-acquisition-proof,"CEC was a large platform acquisition inside E-Infrastructure, not just ordinary organic project growth.","Consideration does not by itself prove backlog quality, margin, customer funding, or conversion.","Final purchase accounting and post-acquisition segment/backlog conversion."
SAOB-002,2026-06-01,Sterling Infrastructure,STRL,Capital-intensive buildout,Acquisition platform,Stone Ridge total fair value of consideration transferred,178.007,M USD,raw/sec/industrial-goods/heavy-construction/sterling-infrastructure-inc/strl-20260630.htm,Q2 2026 10-Q acquisition note,Tagged business-combination consideration,source-table-acquisition-proof,"Stone Ridge added another site-development platform in the Pacific Northwest and Texas.","Consideration does not prove acquired backlog quality or project funding.","Stone Ridge backlog, customer, margin, and conversion disclosures."
SAOB-003,2025-09-01,Sterling Infrastructure,STRL,Capital-intensive buildout,Acquired contract capital,CEC acquired contract assets,40.632,M USD,raw/sec/industrial-goods/heavy-construction/sterling-infrastructure-inc/strl-20260331.htm,Q1 2026 10-Q purchase-price allocation,Tagged acquired contract-customer assets,source-table-acquisition-proof,"CEC brought contract-asset balances onto Sterling's balance sheet.","This is acquired working-capital accounting, not organic contract growth.","Reconcile acquired contract assets to post-close collections and revenue."
SAOB-004,2025-09-01,Sterling Infrastructure,STRL,Capital-intensive buildout,Acquired contract capital,CEC assumed contract liabilities,53.555,M USD,raw/sec/industrial-goods/heavy-construction/sterling-infrastructure-inc/strl-20260331.htm,Q1 2026 10-Q purchase-price allocation,Tagged acquired contract liabilities,source-table-acquisition-proof,"CEC brought contract-liability balances onto Sterling's balance sheet.","Assumed contract liabilities are not proof that the whole acquired backlog is pre-funded or high margin.","Post-close contract-liability run-off and margin evidence."
SAOB-005,2026-06-01,Sterling Infrastructure,STRL,Capital-intensive buildout,Acquired contract capital,Stone Ridge acquired contract assets,5.214,M USD,raw/sec/industrial-goods/heavy-construction/sterling-infrastructure-inc/strl-20260630.htm,Q2 2026 10-Q purchase-price allocation,Tagged acquired contract-customer assets,source-table-acquisition-proof,"Stone Ridge brought a small acquired contract-asset balance relative to CEC.","This does not prove Stone Ridge backlog or customer source-of-funds.","Stone Ridge post-close backlog and billing conversion."
SAOB-006,2026-06-01,Sterling Infrastructure,STRL,Capital-intensive buildout,Acquired contract capital,Stone Ridge assumed contract liabilities,5.183,M USD,raw/sec/industrial-goods/heavy-construction/sterling-infrastructure-inc/strl-20260630.htm,Q2 2026 10-Q purchase-price allocation,Tagged acquired contract liabilities,source-table-acquisition-proof,"Stone Ridge brought a small acquired contract-liability balance relative to CEC.","Assumed liabilities are not the same as funded backlog.","Stone Ridge contract-liability run-off and project margin evidence."
SAOB-007,2025-12-31,Sterling Infrastructure,STRL,Capital-intensive buildout,Signed backlog split,CEC contribution to signed backlog,488.9,M USD,raw/sec/industrial-goods/heavy-construction/sterling-infrastructure-inc/2025-q4-ex99-earnings-release.html,Q4 2025 earnings release,"Backlog 3.01B USD; CEC contributed 488.9M USD; excluding contribution backlog increased 49%.",company-release-acquisition-split,"At year-end 2025, about 488.9M USD of signed backlog was acquired contribution from CEC.","The release does not identify projects, customers, margins, or final funding sources.","Backlog by segment/customer and post-close conversion."
SAOB-008,2025-12-31,Sterling Infrastructure,STRL,Capital-intensive buildout,Combined backlog split,CEC contribution to combined backlog,715.2,M USD,raw/sec/industrial-goods/heavy-construction/sterling-infrastructure-inc/2025-q4-ex99-earnings-release.html,Q4 2025 earnings release,"Combined backlog 3.31B USD; CEC contributed 715.2M USD; excluding contribution combined backlog increased 42%.",company-release-acquisition-split,"At year-end 2025, acquired CEC contribution was material to the combined backlog funnel.","Combined backlog mixes signed backlog and unsigned awards.","Separate signed backlog, unsigned awards, and future-phase conversion."
SAOB-009,2025-12-31,Sterling Infrastructure,STRL,Capital-intensive buildout,Unsigned-award split,CEC contribution to unsigned awards,226.4,M USD,raw/sec/industrial-goods/heavy-construction/sterling-infrastructure-inc/2025-q4-ex99-earnings-release.html,Q4 2025 earnings release,"Unsigned awards 300.7M USD; CEC contributed 226.4M USD.",company-release-acquisition-split,"Most year-end 2025 unsigned-award visibility came from CEC.","Unsigned awards are pending final contract execution and weaker than signed backlog.","Award-letter conversion and cancellation history."
SAOB-010,2026-06-30,Sterling Infrastructure,STRL,Capital-intensive buildout,Signed backlog split,CEC and Stone Ridge contribution to signed backlog,1320.0,M USD,raw/sec/industrial-goods/heavy-construction/sterling-infrastructure-inc/2026-q2-earnings-presentation.html,Q2 2026 earnings presentation,"CEC and Stone Ridge contributed 1.32B USD to signed backlog; total backlog was about 4.33B USD.",company-presentation-acquisition-split,"Q2 2026 signed backlog growth was partly acquisition-driven, but the remaining signed backlog still exceeded 3.0B USD.","The acquired contribution does not identify project-owner funding, organic project margins, or customer concentration.","Organic/acquired backlog roll-forward by segment and customer."
