diagnostic_id,metric,value,units,proof_use,boundary,next_action
CFKKRGASLD-001,locator_rows,38,count,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-002,pdfs_scanned,10,count,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-003,total_pdf_pages_available,1226,pages,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-004,total_pdf_pages_probed,38,pages,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-005,page_extract_errors_or_timeouts,0,pages,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-006,annual_locator_rows,26,count,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-007,quarterly_locator_rows,4,count,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-008,bermuda_locator_rows,8,count,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-009,schedule_d_locator_rows,9,count,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-010,schedule_ba_locator_rows,0,count,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-011,cash_or_income_locator_rows,8,count,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-012,full_named_cash_proof_upgrades,0,count,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
CFKKRGASLD-013,next_parser,global-atlantic-statutory-compact-extraction,parser,controls Global Atlantic statutory schedule location coverage,"Locator diagnostics prove page targeting only; they do not prove parsed holdings, income, cash receipts, or returns.","Run compact extraction for assets, liabilities, income, cash flow, Schedule D/BA, funds-withheld, and Bermuda investment notes."
