diagnostic_id,metric,value,units,proof_use,boundary,next_action
CFAAAMAPSCDRD-001,request_rows,9,count,controls AMAPS controlled-document request package,request diagnostics define missing documents; they do not prove the documents were obtained or extracted,"execute document acquisition, then promote or hold each AMAPS cash-loop link based on populated evidence"
CFAAAMAPSCDRD-002,source_acquisition_rows_upstream,9,count,controls AMAPS controlled-document request package,request diagnostics define missing documents; they do not prove the documents were obtained or extracted,"execute document acquisition, then promote or hold each AMAPS cash-loop link based on populated evidence"
CFAAAMAPSCDRD-003,controlled_document_needed_rows,9,count,controls AMAPS controlled-document request package,request diagnostics define missing documents; they do not prove the documents were obtained or extracted,"execute document acquisition, then promote or hold each AMAPS cash-loop link based on populated evidence"
CFAAAMAPSCDRD-004,cash_loop_links_covered,9,count,controls AMAPS controlled-document request package,request diagnostics define missing documents; they do not prove the documents were obtained or extracted,"execute document acquisition, then promote or hold each AMAPS cash-loop link based on populated evidence"
CFAAAMAPSCDRD-005,athene_amaps_cash_like_consideration,268000000,USD,controls AMAPS controlled-document request package,request diagnostics define missing documents; they do not prove the documents were obtained or extracted,"execute document acquisition, then promote or hold each AMAPS cash-loop link based on populated evidence"
CFAAAMAPSCDRD-006,athene_amaps_year_end_book_value,1917500000,USD,controls AMAPS controlled-document request package,request diagnostics define missing documents; they do not prove the documents were obtained or extracted,"execute document acquisition, then promote or hold each AMAPS cash-loop link based on populated evidence"
CFAAAMAPSCDRD-007,athene_amaps_year_end_interest_income,48871440,USD,controls AMAPS controlled-document request package,request diagnostics define missing documents; they do not prove the documents were obtained or extracted,"execute document acquisition, then promote or hold each AMAPS cash-loop link based on populated evidence"
CFAAAMAPSCDRD-008,athene_amaps_disposal_interest_or_dividends,3986842,USD,controls AMAPS controlled-document request package,request diagnostics define missing documents; they do not prove the documents were obtained or extracted,"execute document acquisition, then promote or hold each AMAPS cash-loop link based on populated evidence"
CFAAAMAPSCDRD-009,apollo_athene_amaps1_public_concentration,2550000000,USD,controls AMAPS controlled-document request package,request diagnostics define missing documents; they do not prove the documents were obtained or extracted,"execute document acquisition, then promote or hold each AMAPS cash-loop link based on populated evidence"
CFAAAMAPSCDRD-010,mapping_status,platform-wrapper-visible-underlying-collateral-hold,status,controls AMAPS controlled-document request package,request diagnostics define missing documents; they do not prove the documents were obtained or extracted,"execute document acquisition, then promote or hold each AMAPS cash-loop link based on populated evidence"
