claim_id,manager,vehicle,company,period,normalized_lane,reported_lane,exposure_value_usd_m,exposure_percent_of_portfolio,portfolio_base_usd_m,measurement_basis,source_file,confidence,status,interpretation
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Software and Services,Software and Services,6451.2,21.98,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Financial Services,Financial Services,3935.8,13.41,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Health Care Equipment and Services,Health Care Equipment and Services,2895.2,9.86,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Commercial and Professional Services,Commercial and Professional Services,2811.9,9.58,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Consumer Services,Consumer Services,1972.1,6.72,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Insurance,Insurance,1570.5,5.35,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Capital Goods,Capital Goods,1437.5,4.9,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Consumer Distribution and Retail,Consumer Distribution and Retail,1377.6,4.69,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Investment Funds and Vehicles,Investment Funds and Vehicles,1180.5,4.02,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,"Sports, Media and Entertainment","Sports, Media and Entertainment",1121.0,3.82,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,"Pharmaceuticals, Biotechnology and Life Sciences","Pharmaceuticals, Biotechnology and Life Sciences",835.2,2.85,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Materials,Materials,672.9,2.29,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Consumer Durables and Apparel,Consumer Durables and Apparel,549.4,1.87,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Independent Power and Renewable Electricity Producers,Independent Power and Renewable Electricity Producers,452.0,1.54,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Automobiles and Components,Automobiles and Components,373.2,1.27,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Household and Personal Products,Household and Personal Products,348.2,1.19,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Energy,Energy,329.5,1.12,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Food and Beverage,Food and Beverage,314.5,1.07,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Data Centers,Data Centers,279.6,0.95,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Technology Hardware and Equipment,Technology Hardware and Equipment,142.5,0.49,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Transportation,Transportation,141.5,0.48,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Gas Utilities,Gas Utilities,91.6,0.31,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Telecommunication Services,Telecommunication Services,63.5,0.22,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Ares,ARCC,Ares Capital Corporation,Q2 2026 / June 30 2026,Real Estate Management and Development,Real Estate Management and Development,2.4,0.01,29349.3,official industry subtotal fair value,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,high,official-subtotal-reconciles-to-total-fair-value,ARCC official schedule subtotal; use as primary evidence for Ares-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Software and Services,Internet software and services,1732.587,11.59,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Health Care Equipment and Services,Healthcare providers and services,1273.764,8.52,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Financial Services,Asset based lending and fund finance,1110.913,7.43,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Insurance,Insurance,910.697,6.09,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Health Care Equipment and Services,Healthcare technology,871.964,5.83,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Food and Beverage,Food and beverage,783.061,5.24,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Health Care Equipment and Services,Healthcare equipment and services,720.244,4.82,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Real Estate Management and Development,Buildings and real estate,663.237,4.43,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Capital Goods,Manufacturing,565.078,3.78,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Financial Services,Financial services,559.962,3.74,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Materials,Chemicals,522.105,3.49,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
"CF-004, CF-005",Blue Owl,OBDC,Blue Owl Capital Corporation,Q2 2026 / June 30 2026,Commercial and Professional Services,Infrastructure and environmental services,451.644,3.02,14955.049,official industry subtotal fair value,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,high,official-industry-summary-reconciles-to-source-subtotals,OBDC official schedule subtotal; use as primary evidence for Blue Owl-managed BDC industry destination.
