row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
URIABLBCSB-001,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate form availability,referenced but not included,status,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 definitions,"Borrowing Base Certificate definition references Exhibit A or another form reasonably acceptable to Agent; targeted search found no populated Exhibit A form in filed text",source-boundary,"The filed agreement points to a certificate form but does not expose a populated certificate or detailed form table.","This does not prove the certificate form is unavailable from lender files or omitted schedules outside the SEC exhibit text.","Search exhibit package, lender syndication materials, rating reports, and any future certificate exhibits"
URIABLBCSB-002,2025-05-31,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Closing-condition certificate,received by agent and lenders,status,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 Section 9.1(g),"Agent and Lenders shall have received a Borrowing Base Certificate prepared as of the last business day of calendar month ended May 31 2025",agreement-condition-visible,"A real certificate existed for the closing package as of May 31 2025.","The actual certificate values and component lines are not included in the filed agreement text.","Closing-condition certificate or lender package"
URIABLBCSB-003,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Minimum closing availability,1000000000,USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 Section 9.1(l),"Combined Availability as of Closing Date after the transactions must not be less than 1000 million USD",agreement-condition-visible,"The closing package had a minimum availability gate.","It does not show actual closing-date Combined Availability beyond being at least the threshold.","Closing certificate and availability schedule"
URIABLBCSB-004,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate required field,U.S. Borrowing Base calculation,field,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 Borrowing Base Certificate definition,"Certificate must set forth calculation of U.S. Borrowing Base and each component",required-field-inferred-from-agreement,"The live certificate should show U.S. borrowing-base components.","It does not provide the component values.","Actual Borrowing Base Certificate"
URIABLBCSB-005,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate required field,Canadian Borrowing Base calculation,field,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 Borrowing Base Certificate definition,"Certificate must set forth calculation of Canadian Borrowing Base and each component",required-field-inferred-from-agreement,"The live certificate should show Canadian borrowing-base components.","It does not provide the component values.","Actual Borrowing Base Certificate"
URIABLBCSB-006,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate required field,Eligible merchandise and consumables inventory value,field,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 formula definitions,"U.S. base uses Merchandise and Consumables Inventory Formula Amount equal to 60% of Value of Eligible Merchandise and Consumables Inventory",required-field-inferred-from-formula,"A certificate must support the eligible inventory value feeding the 60% formula.","It does not show eligible inventory dollars or exclusions.","Borrowing Base Certificate and inventory collateral schedule"
URIABLBCSB-007,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate required field,Eligible rental equipment Net Book Value,field,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 U.S. and Canadian Borrowing Base definitions,"Rental-equipment formula uses lesser of 100% Net Book Value and 85% Net Orderly Liquidation Value",required-field-inferred-from-formula,"A certificate or support schedule must include eligible rental-equipment NBV or a derived input.","It does not show NBV by fleet class or geography.","Borrowing Base Certificate and fixed-asset collateral schedule"
URIABLBCSB-008,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate required field,Eligible rental equipment Net Orderly Liquidation Value,field,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 U.S. and Canadian Borrowing Base definitions,"Rental-equipment formula uses 85% of Net Orderly Liquidation Value based on most recent appraisal",required-field-inferred-from-formula,"A certificate or appraisal support schedule must include NOLV inputs.","It does not show NOLV dollars or appraisal date.","Appraisal and Borrowing Base Certificate"
URIABLBCSB-009,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate required field,Pari Passu Debt Reserves,field,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 U.S. and Canadian Borrowing Base definitions,"Both U.S. and Canadian borrowing-base formulas subtract Pari Passu Debt Reserves",required-field-inferred-from-formula,"A certificate should show or support any pari passu reserve deduction.","It does not show reserve dollars.","Borrowing Base Certificate and reserve notices"
URIABLBCSB-010,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate required field,Other reserves and availability reserves,field,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 Section 2.9 and definitions,"Borrowing-base formulas subtract other reserves established by Agent, including Availability Reserves and other Reserves",required-field-inferred-from-formula,"A certificate should show reserve deductions or a support schedule should explain them.","It does not show current reserve balances.","Borrowing Base Certificate and reserve notices"
URIABLBCSB-011,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate required field,Aggregate Revolver Outstandings,field,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 Combined Availability definition,"Combined Availability equals lesser of Maximum Revolver Amount and Combined Borrowing Base minus Aggregate Revolver Outstandings",required-field-inferred-from-definition,"A live availability bridge needs aggregate outstandings by tranche and L/C treatment.","The filed agreement does not provide the live register.","Loan register, L/C schedule, and availability report"
URIABLBCSB-012,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate required field,Maximum Revolver Amount and Canadian maximum,field,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 Combined Availability and Combined Borrowing Base definitions,"Combined Availability uses Maximum Revolver Amount; Combined Borrowing Base includes lesser of Canadian base and Maximum Canadian Revolver Amount",required-field-inferred-from-definition,"A certificate or availability report needs the applicable maximum caps.","It does not show current tranche-level changes or future amendments.","Availability report and amendments"
URIABLBCSB-013,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate required field,Combined Borrowing Base and Combined Availability,field,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 definitions,"Combined Borrowing Base and Combined Availability are defined outputs of component calculations",required-field-inferred-from-definition,"The live report should bridge component collateral to actual availability.","It does not provide live Combined Availability except disclosed reset-date 8-K snapshot and closing minimum threshold.","Borrowing Base Certificate and availability report"
URIABLBCSB-014,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Certificate required field,Suppressed Availability,field,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 definition,"Suppressed Availability means Combined Borrowing Base minus Maximum Revolver Amount",required-field-inferred-from-definition,"A full collateral cushion bridge needs suppressed availability, not just stated facility availability.","The filed agreement does not show current suppressed availability.","Borrowing Base Certificate"
URIABLBCSB-015,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Amendment-control clue,supermajority consent for availability-increasing eligibility changes,text,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 Section 12.1,"Changes to eligibility criteria, reserves, sublimits, or advance rates that increase Combined Availability or a Borrowing Base require Supermajority Lenders and Borrowers consent, subject to agent reversal of prior adverse credit-judgment changes",agreement-control-visible,"Borrowing-base economics are lender-protected and not freely loosened by ordinary amendment consent.","It does not show any actual amendment or waiver history.","Future amendments and lender consent records"
URIABLBCSB-016,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Agent discretion clue,ineligibility criteria determination,text,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 Section 13.1,"Agent has discretion over determination of applicability of ineligibility criteria with respect to U.S. or Canadian Borrowing Base calculations",agreement-control-visible,"Eligibility is not purely mechanical; agent judgment matters within agreement terms.","It does not show actual disputed or adjusted items.","Agent correspondence and certificate adjustment history"
URIABLBCSB-017,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Collateral release update,availability no worse after release,text,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 Section 13.11,"Collateral releases require updating U.S. or Canadian Borrowing Base to delete released assets and leave U.S. or Canadian Availability no less than before release",agreement-control-visible,"Borrowing-base value is supposed to update when collateral leaves the lien package.","It does not show actual collateral releases or deletions.","Collateral release records and updated certificates"
URIABLBCSB-018,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL borrowing-base certificate source boundary,Safe claim boundary,certificate fields mapped but live values missing,status,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm,SEC Exhibit 10.1 synthesis,"Synthesis of certificate source boundary and required field map",governance,"We can now name the fields needed to prove live borrowing-base availability: eligible inventory value, eligible rental equipment NBV, NOLV, reserves, outstandings, caps, Combined Borrowing Base, Combined Availability, and Suppressed Availability.","Do not claim live borrowing-base capacity, eligible collateral dollars, reserve balances, or current legal availability until the actual certificate or equivalent report is obtained.","Actual Borrowing Base Certificate, collateral report, appraisal, loan register, and L/C schedule"
