row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
URIRTMSB-001,FY/Q 2025-2026,United Rentals,URI,capital-intensive real-economy buildout,rate time mix source boundary,Source boundary,rate-time-mix-source-boundary-visible,text,"raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-q2-ex99-earnings-release.html; raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-ex99-earnings-release.html; official URI IR press releases and events pages",Fleet productivity methodology and IR source availability,"Uses official releases and local release/filing cache; local raw set does not include investor decks or transcripts",source-boundary,"URI discloses an aggregate fleet-productivity bridge, but the local source set does not contain the investor decks or transcripts needed to test the rate/time/mix split.","It does not quantify rental rate, time utilization, or fleet mix separately.","Download official investor presentations and transcript archive"
URIRTMSB-002,Q2 2025,United Rentals,URI,capital-intensive real-economy buildout,fleet productivity bridge,Average OEC growth,3.6,percent,https://investors.unitedrentals.com/press-releases/press-releases-details/2025/United-Rentals-Announces-Second-Quarter-2025-Results-Raises-Full-Year-Guidance-and-Increases-Planned-2025-Share-Repurchases-by-400-Million-to-1-9-Billion/default.aspx,Fleet productivity methodology table,"Official release table",filed-release-table,"Average OEC contributed 3.6 points to Q2 2025 rental revenue growth before inflation/productivity/ancillary bridge components.","It does not say rate or utilization improved by 3.6 points.","Investor presentation detail"
URIRTMSB-003,Q2 2025,United Rentals,URI,capital-intensive real-economy buildout,fleet productivity bridge,Fleet productivity,3.3,percent,https://investors.unitedrentals.com/press-releases/press-releases-details/2025/United-Rentals-Announces-Second-Quarter-2025-Results-Raises-Full-Year-Guidance-and-Increases-Planned-2025-Share-Repurchases-by-400-Million-to-1-9-Billion/default.aspx,Fleet productivity methodology table,"Official release table; defined as rate/time/mix aggregate",aggregate-productivity-visible,"Fleet productivity added 3.3 points to Q2 2025 rental revenue growth.","It does not split rental rate, time utilization, and mix.","Investor presentation and transcript"
URIRTMSB-004,Q2 2025,United Rentals,URI,capital-intensive real-economy buildout,fleet productivity bridge,Ancillary and re-rent contribution,0.8,percent,https://investors.unitedrentals.com/press-releases/press-releases-details/2025/United-Rentals-Announces-Second-Quarter-2025-Results-Raises-Full-Year-Guidance-and-Increases-Planned-2025-Share-Repurchases-by-400-Million-to-1-9-Billion/default.aspx,Fleet productivity methodology table,"Official release table",release-bridge-visible,"Ancillary and re-rent contributed 0.8 points to Q2 2025 rental revenue growth.","It does not isolate owned-rental rate/time/mix.","Owned-rental and segment bridge"
URIRTMSB-005,H1 2025,United Rentals,URI,capital-intensive real-economy buildout,fleet productivity bridge,Fleet productivity,3.2,percent,https://investors.unitedrentals.com/press-releases/press-releases-details/2025/United-Rentals-Announces-Second-Quarter-2025-Results-Raises-Full-Year-Guidance-and-Increases-Planned-2025-Share-Repurchases-by-400-Million-to-1-9-Billion/default.aspx,Fleet productivity methodology table,"Official release table; defined as rate/time/mix aggregate",aggregate-productivity-visible,"Fleet productivity added 3.2 points to H1 2025 rental revenue growth.","It does not split rate, time utilization, or mix.","Investor presentation and transcript"
URIRTMSB-006,H1 2025,United Rentals,URI,capital-intensive real-economy buildout,fleet productivity bridge,Total rental revenue growth,6.8,percent,https://investors.unitedrentals.com/press-releases/press-releases-details/2025/United-Rentals-Announces-Second-Quarter-2025-Results-Raises-Full-Year-Guidance-and-Increases-Planned-2025-Share-Repurchases-by-400-Million-to-1-9-Billion/default.aspx,Fleet productivity methodology table,"Average OEC 3.5%, assumed inflation -1.5%, fleet productivity 3.2%, ancillary/re-rent 1.6%",release-bridge-visible,"The H1 2025 bridge ties rental revenue growth to OEC, inflation, productivity, and ancillary/re-rent components.","It does not provide a rate/time/mix split.","Investor presentation and transcript"
URIRTMSB-007,Q4 2025,United Rentals,URI,capital-intensive real-economy buildout,fleet productivity bridge,Fleet productivity,0.5,percent,https://investors.unitedrentals.com/press-releases/press-releases-details/2026/United-Rentals-Announces-Fourth-Quarter-and-Full-Year1-2025-Results-Introduces-2026-Outlook-for-Growth-and-Announces-Plan-to-Return-Approximately-2-Billion-to-Shareholders-in-2/,Fleet productivity methodology table,"Official release table; defined as rate/time/mix aggregate",aggregate-productivity-visible,"Fleet productivity was much lower in Q4 2025 than in Q2/H1 2025.","It does not say whether the slowdown came from rate, time, or mix.","Q4 2025 investor presentation"
URIRTMSB-008,FY 2025,United Rentals,URI,capital-intensive real-economy buildout,fleet productivity bridge,Fleet productivity,2.2,percent,https://investors.unitedrentals.com/press-releases/press-releases-details/2026/United-Rentals-Announces-Fourth-Quarter-and-Full-Year1-2025-Results-Introduces-2026-Outlook-for-Growth-and-Announces-Plan-to-Return-Approximately-2-Billion-to-Shareholders-in-2/,Fleet productivity methodology table,"Official release table; defined as rate/time/mix aggregate",aggregate-productivity-visible,"Fleet productivity added 2.2 points to FY 2025 rental revenue growth.","It does not split rate, time utilization, or mix.","Q4 2025 investor presentation and transcript"
URIRTMSB-009,FY 2025,United Rentals,URI,capital-intensive real-economy buildout,fleet productivity bridge,Total rental revenue growth,6.0,percent,https://investors.unitedrentals.com/press-releases/press-releases-details/2026/United-Rentals-Announces-Fourth-Quarter-and-Full-Year1-2025-Results-Introduces-2026-Outlook-for-Growth-and-Announces-Plan-to-Return-Approximately-2-Billion-to-Shareholders-in-2/,Fleet productivity methodology table,"Average OEC 3.9%, assumed inflation -1.5%, fleet productivity 2.2%, ancillary/re-rent 1.4%",release-bridge-visible,"The FY 2025 bridge reconciles to 6.0% total rental revenue growth.","It does not quantify internal rate/time/mix inside fleet productivity.","Q4 2025 investor presentation and transcript"
URIRTMSB-010,Q1 2026,United Rentals,URI,capital-intensive real-economy buildout,fleet productivity bridge,Fleet productivity,2.3,percent,https://investors.unitedrentals.com/press-releases/press-releases-details/2026/United-Rentals-Announces-Strong-First-Quarter-Results-and-Raises-Full-Year-2026-Guidance/,Q1 2026 release,"Release states rental revenue +8.7%, average OEC +5.7%, fleet productivity +2.3%",aggregate-productivity-visible,"Q1 2026 fleet productivity remained positive.","It does not split rate, time utilization, or mix.","Q1 2026 investor presentation and transcript"
