row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
URIYIP-001,March 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak initial purchaser source boundary,Source boundary,initial-purchaser-role-visible,text,"https://www.cravath.com/news-insights/united-rentals-north-america-incs-dollar11-billion-highyield-senior-notes-offering-2.html; https://investors.unitedrentals.com/press-releases/press-releases-details/2024/United-Rentals-Announces-Proposed-Private-Offering-of-1.1-Billion-of-Senior-Notes-due-2034/default.aspx; https://investors.unitedrentals.com/press-releases/press-releases-details/2024/United-Rentals-Announces-Pricing-of-Private-Offering-of-1.1-Billion-of-6.125-Senior-Notes-due-2034/default.aspx",Cravath transaction page plus URI proposed/pricing releases,"Synthesis of counsel and company releases",source-boundary,"The buyer-side channel is visible as an initial-purchaser private-offering channel.","The names of the initial purchasers and ultimate investors are not visible.","Offering memorandum, purchase agreement, transaction database, or registration-rights agreement"
URIYIP-002,March 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak initial purchaser source boundary,Counsel evidence,Cravath represented initial purchasers,text,https://www.cravath.com/news-insights/united-rentals-north-america-incs-dollar11-billion-highyield-senior-notes-offering-2.html,Cravath March 25 2024 deal page,"Cravath states it represented the initial purchasers in connection with the 1.1B high-yield senior notes offering",initial-purchaser-role-visible,"Initial purchasers existed and had counsel on the transaction.","The page does not name the initial purchaser firms.","Offering memorandum or purchase agreement"
URIYIP-003,March 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak initial purchaser source boundary,Offering amount,1.100B,USD,https://www.cravath.com/news-insights/united-rentals-north-america-incs-dollar11-billion-highyield-senior-notes-offering-2.html,Cravath March 25 2024 deal page,"Cravath describes the 1.1B high-yield senior notes offering",initial-purchaser-role-visible,"The counsel evidence maps to the same 1.100B USD note financing.","It does not split allocations by bank or investor.","Offering memorandum or bond database"
URIYIP-004,March 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak initial purchaser source boundary,Transaction close date,2024-03-11,date,https://www.cravath.com/news-insights/united-rentals-north-america-incs-dollar11-billion-highyield-senior-notes-offering-2.html,Cravath March 25 2024 deal page,"Transaction closed on March 11 2024",closing-date-visible,"The note offering close date is visible from counsel's deal page.","It does not prove acquisition close source-and-use by itself.","Closing source-and-use or acquisition funding schedule"
URIYIP-005,March 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak initial purchaser source boundary,Offering format,Rule 144A and Regulation S,text,https://investors.unitedrentals.com/press-releases/press-releases-details/2024/United-Rentals-Announces-Proposed-Private-Offering-of-1.1-Billion-of-Senior-Notes-due-2034/default.aspx,URI proposed private offering release,"Initial purchasers would offer to qualified institutional buyers under Rule 144A or outside the United States under Regulation S",distribution-channel-visible,"The distribution channel is institutional/private rather than registered public distribution.","It does not name purchasers or ultimate holders.","Offering memorandum"
URIYIP-006,March 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak initial purchaser source boundary,Institutional buyer path,QIBs,text,https://investors.unitedrentals.com/press-releases/press-releases-details/2024/United-Rentals-Announces-Proposed-Private-Offering-of-1.1-Billion-of-Senior-Notes-due-2034/default.aspx,URI proposed private offering release,"Rule 144A path limited to persons reasonably believed to be qualified institutional buyers",distribution-channel-visible,"The intended domestic buyer class was QIBs.","It does not identify which QIBs bought the notes.","Bondholder disclosures or custody data"
URIYIP-007,March 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak initial purchaser source boundary,Offshore buyer path,Regulation S,text,https://investors.unitedrentals.com/press-releases/press-releases-details/2024/United-Rentals-Announces-Proposed-Private-Offering-of-1.1-Billion-of-Senior-Notes-due-2034/default.aspx,URI proposed private offering release,"Regulation S path for certain persons outside the United States",distribution-channel-visible,"The offering included an offshore institutional distribution path.","It does not identify offshore investors or allocation.","Offering memorandum or clearing data"
URIYIP-008,March 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak initial purchaser source boundary,Net proceeds,1.090B,USD,https://investors.unitedrentals.com/press-releases/press-releases-details/2024/United-Rentals-Announces-Pricing-of-Private-Offering-of-1.1-Billion-of-6.125-Senior-Notes-due-2034/default.aspx,URI pricing release,"Estimated net proceeds after initial purchasers' discounts, commissions, and estimated fees/expenses",proceeds-after-discounts-visible,"URI disclosed that initial purchasers' discounts and commissions reduced gross proceeds alongside estimated fees and expenses.","It does not separately quantify the discounts and commissions.","Offering memorandum or pricing supplement"
URIYIP-009,March 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak initial purchaser source boundary,Gross-to-net difference,0.010B,USD,"https://investors.unitedrentals.com/press-releases/press-releases-details/2024/United-Rentals-Announces-Pricing-of-Private-Offering-of-1.1-Billion-of-6.125-Senior-Notes-due-2034/default.aspx",URI pricing release,"1.100B gross principal minus 1.090B estimated net proceeds",derived-boundary,"The visible gross-to-net gap is about 10M USD.","The gap combines initial purchasers' discounts, commissions, and estimated fees/expenses; it is not a pure fee amount.","Offering memorandum fee table"
URIYIP-010,March 2024,United Rentals,URI,capital-intensive real-economy buildout,Yak initial purchaser source boundary,Indenture buyer-name gap,initial purchasers not named,text,https://www.sec.gov/Archives/edgar/data/1067701/000110465924033017/tm248403d1_ex4-1.htm,SEC Exhibit 4.1 indenture,"Indenture provides note terms and trustee but not initial-purchaser names",buyer-name-gap-visible,"Legal note terms do not solve buyer identity.","It does not contradict the existence of initial purchasers; it only leaves names unresolved.","Purchase agreement or offering memorandum"
