claim_id,source_id,reporting_entity,period,metric_category,metric_name,value,unit,source_url,local_path,source_location,what_it_proves,what_it_does_not_prove,status
CF-005,gsbd-2026q2-sec-10q,Goldman Sachs BDC Inc.,Q2 2026,vehicle structure,exchange listing,NYSE ticker GSBD,text,https://www.sec.gov/Archives/edgar/data/1572694/000119312526338331/gsbd-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gsbd-2026q2-10q.html,cover page,"GSBD reports common stock listed on the New York Stock Exchange under ticker GSBD.","This identifies the public equity channel, not the underlying shareholder identities.",extracted
CF-005,gsbd-2026q2-sec-10q,Goldman Sachs BDC Inc.,Q2 2026,vehicle structure,registered structure,business development company,text,https://www.sec.gov/Archives/edgar/data/1572694/000119312526338331/gsbd-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gsbd-2026q2-10q.html,management discussion and risk factors,"GSBD discusses maintaining BDC status under the Investment Company Act.","This supports public BDC classification but not borrower-level facility size.",extracted
CF-005,gsbd-2026q2-sec-10q,Goldman Sachs BDC Inc.,Q2 2026,vehicle structure,tax status,regulated investment company,text,https://www.sec.gov/Archives/edgar/data/1572694/000119312526338331/gsbd-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gsbd-2026q2-10q.html,management discussion and risk factors,"GSBD discusses maintaining RIC status under Subchapter M of the Internal Revenue Code.","RIC status does not identify end investors.",extracted
CF-005,gsbd-2026q2-sec-10q,Goldman Sachs BDC Inc.,Q2 2026,manager relationship,investment adviser,Goldman Sachs Asset Management LP,text,https://www.sec.gov/Archives/edgar/data/1572694/000119312526338331/gsbd-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gsbd-2026q2-10q.html,cautionary statement and related references,"GSBD refers to Goldman Sachs Asset Management LP as the Investment Adviser.","This proves adviser relationship, not Goldman Sachs corporate-balance-sheet funding.",extracted
CF-005,gsbd-2026q2-sec-10q,Goldman Sachs BDC Inc.,Q2 2026,investment strategy,direct originations since formation,9940,USD millions,https://www.sec.gov/Archives/edgar/data/1572694/000119312526338331/gsbd-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gsbd-2026q2-10q.html,management discussion overview,"GSBD reports approximately 9.94B USD in aggregate principal amount of debt and equity investments originated from formation in 2012 through June 30 2026 before exits and repayments.","This is cumulative origination scale, not current portfolio fair value.",extracted
CF-005,gsbd-2026q2-sec-10q,Goldman Sachs BDC Inc.,Q2 2026,investment strategy,primary origination types,secured debt first lien unitranche second lien unsecured debt and equity,text,https://www.sec.gov/Archives/edgar/data/1572694/000119312526338331/gsbd-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gsbd-2026q2-10q.html,management discussion overview,"GSBD says it seeks current income and capital appreciation primarily through direct originations of secured debt including first lien unitranche and second lien debt plus unsecured debt and select equity investments.","This does not classify use of proceeds for Frontline or Relation.",extracted
CF-005,gsbd-2026q2-sec-10q,Goldman Sachs BDC Inc.,Q2 2026,balance sheet,total investments at fair value,3195.248,USD millions,https://www.sec.gov/Archives/edgar/data/1572694/000119312526338331/gsbd-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gsbd-2026q2-10q.html,consolidated statements of assets and liabilities,"GSBD reported 3.195248B USD of total investments at fair value at June 30 2026.","This is vehicle scale, not a borrower-specific facility size.",extracted
CF-005,gsbd-2026q2-sec-10q,Goldman Sachs BDC Inc.,Q2 2026,balance sheet,affiliated money market fund investments,36.226,USD millions,https://www.sec.gov/Archives/edgar/data/1572694/000119312526338331/gsbd-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gsbd-2026q2-10q.html,consolidated statements of assets and liabilities,"GSBD reported 36.226M USD of investments in an affiliated money market fund.","This is liquidity/cash-management context, not borrower funding proof.",extracted
CF-005,gsbd-2026q2-sec-10q,Goldman Sachs BDC Inc.,Q2 2026,balance sheet,total assets,3287.804,USD millions,https://www.sec.gov/Archives/edgar/data/1572694/000119312526338331/gsbd-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gsbd-2026q2-10q.html,consolidated statements of assets and liabilities,"GSBD reported 3.287804B USD of total assets at June 30 2026.","This does not identify ultimate investor sources.",extracted
CF-005,gsbd-2026q2-sec-10q,Goldman Sachs BDC Inc.,Q2 2026,balance sheet,debt net of debt issuance costs,1850.308,USD millions,https://www.sec.gov/Archives/edgar/data/1572694/000119312526338331/gsbd-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gsbd-2026q2-10q.html,consolidated statements of assets and liabilities,"GSBD reported 1.850308B USD of debt net of debt issuance costs at June 30 2026.","This is vehicle leverage, not borrower allocation.",extracted
