diagnostic_id,metric,value,units,proof_use,boundary,next_action
CFKKRGACEDPD-001,parsed_schedule_d_rows,1968,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-002,owned_issuer_credit_rows,994,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-003,owned_abs_rows,92,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-004,owned_common_stock_rows,4,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-005,acquired_rows,493,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-006,disposed_rows,275,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-007,same_year_acquired_disposed_rows,110,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-008,rows_with_money_tokens,1934,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-009,rows_with_dates,1968,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-010,asset_backed_security_rows,215,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-011,bank_or_financial_credit_rows,63,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-012,finance_company_or_funding_vehicle_rows,128,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-013,utility_or_energy_credit_rows,104,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-014,full_named_cash_proof_upgrades,0,count,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
CFKKRGACEDPD-015,next_parser,accordia-schedule-d-column-reconciliation,parser,controls Accordia Schedule D raw parser coverage,"Diagnostics summarize raw parsed rows only; they do not prove final column assignment, cash receipt, borrower use, or return.",perform column reconciliation by Schedule D part and reconcile to statutory summary totals.
