"extraction_id","company","ticker","period","field","value","unit","source_anchor","what_it_proves","boundary","claim_status"
"ARTADSE-001","Target Corp.","TGT","FY2025","net sales decline","-1.7","percent","services/discount-variety-stores/target-corp/company-analysis.md","Target's base retail model was under pressure in the fiscal year.","A sales decline does not isolate traffic, ticket, category mix, or customer income pressure by itself.","base-sales-pressure-visible"
"ARTADSE-002","Target Corp.","TGT","FY2025","net sales","104.8","B USD","services/discount-variety-stores/target-corp/company-analysis.md","Target remained a large household-spending platform despite pressure.","Large sales do not prove durable loyalty, margin quality, or consumer health.","scale-visible-with-boundary"
"ARTADSE-003","Target Corp.","TGT","FY2025","operating income decline","-8.1","percent","services/discount-variety-stores/target-corp/company-analysis.md","The pressure reached operating profit, not only headline sales.","Operating income decline does not identify whether price, mix, shrink, wages, markdowns, or fulfillment costs drove the weakness.","profit-pressure-visible"
"ARTADSE-004","Target Corp.","TGT","FY2025","operating income","5.1","B USD","services/discount-variety-stores/target-corp/company-analysis.md","The business remained profitable while weakened.","Operating income is not cash flow and does not prove channel-level cash quality.","profit-scale-visible-with-boundary"
"ARTADSE-005","Target Corp.","TGT","Q4 2025","non-merchandise sales growth",">25","percent","services/discount-variety-stores/target-corp/company-analysis.md","The second relationship layer grew faster than the pressured core basket.","Non-merchandise growth does not prove that the main merchandise trip has recovered.","second-layer-growth-visible"
"ARTADSE-006","Target Corp.","TGT","Q4 2025","membership revenue growth",">100","percent","services/discount-variety-stores/target-corp/company-analysis.md","Membership economics were scaling from a small or newer base.","Growth does not prove renewal quality, cohort durability, or pricing power.","membership-growth-visible-with-boundary"
"ARTADSE-007","Target Corp.","TGT","Q4 2025","marketplace growth",">30","percent","services/discount-variety-stores/target-corp/company-analysis.md","Target+ marketplace was becoming a larger assortment extension.","Marketplace growth does not prove seller economics, customer trust, or contribution margin.","marketplace-growth-visible-with-boundary"
"ARTADSE-008","Target Corp.","TGT","Q4 2025","same-day delivery growth",">30","percent","services/discount-variety-stores/target-corp/company-analysis.md","Convenience demand was visible even while the core store relationship was uneven.","Delivery growth does not prove delivery margin, fulfillment cost recovery, or return economics.","delivery-growth-visible-with-boundary"
"ARTADSE-009","Target Corp.","TGT","Q1 2026","net sales growth","6.7","percent","services/discount-variety-stores/target-corp/company-analysis.md","The company showed current-quarter sales recovery after fiscal-year weakness.","One quarter of sales recovery does not prove a durable turnaround.","quarterly-recovery-visible"
"ARTADSE-010","Target Corp.","TGT","Q1 2026","comparable sales growth","5.6","percent","services/discount-variety-stores/target-corp/company-analysis.md","Existing stores and channels improved in the quarter.","Comparable sales do not separate traffic from ticket or volume from price/mix.","comp-recovery-visible-with-boundary"
"ARTADSE-011","Target Corp.","TGT","Q1 2026","digital comparable sales growth","8.9","percent","services/discount-variety-stores/target-corp/company-analysis.md","Digital demand supported the relationship-repair thesis.","Digital comps do not prove eCommerce cash quality without fulfillment cost, returns, and margin.","digital-growth-visible-with-boundary"
"ARTADSE-012","Target Corp.","TGT","Q1 2026","capex growth","31 to 1.0","percent / B USD","services/discount-variety-stores/target-corp/company-analysis.md","The store, digital, and convenience rebuild required real investment.","Capex growth is not automatically good unless it improves traffic, basket, margin, inventory turn, or cash conversion.","investment-rebuild-visible-with-boundary"
