money_movement_id,source_table_id,company,ticker,lane,who_controls_or_routes_money,source_of_money,how_money_moves,use_or_destination,asset_project_or_borrower,cash_return_channel_visible,current_proof_level,missing_proof,safe_claim
CF519MM-001,CF519CST-001,Kkr Co. Inc.,KKR,private_credit_direct_lending,KKR and Global Atlantic credit/insurance channels,Insurance liabilities and platform credit vehicles,Platform and vehicle capital reaches private-credit holder channels,Private-credit borrower holdings and credit exposure,Atwell and Frontline holder evidence plus broader KKR/Global Atlantic channel evidence,Platform and holder-channel signals visible,hold-cash-allocation-open,Statutory investment schedules and borrower facility/use/cash documents,KKR is visible as a capital-platform and holder-channel participant; named borrower cash realization remains unproven.
CF519MM-002,CF519CST-002,Apollo Global Management Inc.,APO,private_credit_direct_lending,Apollo/Athene retirement-services channel,Retirement-services and Athene inflows plus invested assets,Liabilities and inflows are invested into credit and alternative-investment portfolios,Insurance/credit portfolio deployment,Athene invested assets and alternative investments,Spread-related earnings and channel cash proxy visible,pass-with-boundary,Asset-level statutory income and borrower or asset cash-return allocation,Apollo/Athene shows liability-to-asset channel cash proxies; asset-level cash return remains unproven.
CF519MM-003,CF519CST-003,Ares Management Corporation,ARES,private_credit_direct_lending,Ares platform and Ares-linked BDC/credit vehicles,BDC and private-credit vehicle capital,Holder vehicles report named borrower fair values and commitments,Operating borrower credit exposure,AeriTek Frontline MAI Sunvair and Valcourt borrower rows,Destination and holder evidence visible,hold-source-use-cash-open,Source-of-funds facility-use borrower cash-generation and lender-allocation documents,Ares has named borrower destination evidence; source/use/cash realization remains open.
CF519MM-004,CF519CST-005,Blackstone Inc.,BX,private_credit_direct_lending,Blackstone credit and insurance platform,Private-credit vehicle funding stacks and platform credit capital,Vehicle and platform channels hold or originate private-credit exposure,Credit vehicle investments and channel deployment,BXSL and Blackstone credit/insurance source-stack rows,Vehicle/channel source-stack visible,hold-cash-allocation-open,Borrower use-of-proceeds source-stack allocation and cash-return documents,Blackstone is visible at credit-channel level; specific borrower cash realization remains unproven.
CF519MM-005,CF519CST-010,Oneok Inc.,OKE,power_grid_and_project_finance,ONEOK midstream capital allocator,Corporate cash flow debt capacity and growth capital budget,Capital is deployed into midstream capex and expansions,Pipeline and midstream capacity expansion,Company capex output demand and adjusted EBITDA evidence,Adjusted EBITDA and output proxy visible,pass-with-boundary,Named project financing contract cash and project EBITDA contribution,ONEOK shows same-period capex/output/cash proxy evidence; named-project return remains open.
CF519MM-006,CF519CST-011,Mastec Inc.,MTZ,power_grid_and_project_finance,MasTec infrastructure contractor,Customer awards backlog working-capital timing and corporate credit,Backlog converts through project execution into revenue and working-capital cash timing,Infrastructure construction and services backlog,Company backlog revenue contract liabilities OCF capex and debt fields,Revenue EBITDA and OCF proxy visible,pass-with-boundary,Project-owner funding retainage margin and cash-collection schedules,MasTec shows backlog-to-revenue/cash-proxy evidence; funded project cash collection remains open.
CF519MM-007,CF519CST-012,Plains All American Pipeline Lp,PAA,power_grid_and_project_finance,Plains pipeline operator,Tariff-supported shipper payments and pipeline capacity,Published tariff route and base rate define commercial movement economics,Pipeline transportation route,Karnes County to Cactus III/Hobson route,Route and rate evidence visible,pass-with-boundary,Committed volumes shipper identities billing volumes realized revenue and segment cash,Plains has tariff/route commercial evidence; realized cash and shipper commitment proof remain open.
CF519MM-008,CF519CST-013,Targa Resources Corp.,TRGP,power_grid_and_project_finance,Targa NGL and gas infrastructure platform,Corporate liquidity operating cash proxy and growth capital budget,Growth capital funds named processing and expansion projects,NGL trains processing plants and expansion capacity,Train 11 Delaware Express East Driver and operating volume categories,Project output and EBITDA proxy visible,pass-with-boundary,Project-level sources customer contracts and project contribution,Targa shows project-output and cash-proxy evidence; named-project cash return remains open.
CF519MM-009,CF519CST-014,Nextera Energy Inc.,NEE,power_grid_and_project_finance,FPL regulated utility and NextEra capital allocator,Customer recovery mechanism regulated capital structure debt and equity support,Regulatory clause authorizes cost recovery and true-up collection,Distribution Inspection and SPPCRC recovery category,FPL Distribution Inspection and SPPCRC aggregate clause,Regulated recovery proxy visible,pass-with-boundary,Category customer receipts billing determinants and source-of-funds allocation,NextEra/FPL has regulated recovery evidence; category receipts and funding source remain open.
CF519MM-010,CF519CST-015,Pbf Energy,PBF,debt_refinancing_and_facilities,PBF treasury and refinery operator,Senior notes cash liquidity operating cash flow and refinancing capacity,Debt issuance and cash resources refinance maturities and support operations,Refinery liquidity capex turnaround and debt repayment,Company refining liquidity and 2028/2034 note structure,Debt cash OCF capex and repayment denominators visible,source-visible-denominator-started,Use-of-proceeds covenant headroom refinancing economics and refinery-level recurring cash proof,PBF has SEC-visible cash/debt/cash-flow denominators; refinancing value and refinery return remain open.
CF519MM-011,CF519CST-016,Devon Energy Corporation,DVN,debt_refinancing_and_facilities,Devon treasury and E&P operator,Operating cash flow debt stack merger consideration and capital-return capacity,Treasury sources fund capex acquisitions debt repayment dividends and repurchases,E&P capex merger integration debt repayment and shareholder returns,Coterra merger-period allocation and Devon production base,Debt cash OCF repayment dividend and repurchase denominators visible,source-visible-denominator-started,Dollar-level allocation from sources to uses and full-cycle return evidence,Devon has source-visible allocation denominators; source/use return allocation remains open.
CF519MM-012,CF519CST-017,Matador Resources Co.,MTDR,debt_refinancing_and_facilities,Matador treasury and reserve-based lending platform,Operating cash flow secured/unsecured debt and borrowing-base capacity,Credit facility and notes support development capex acquisitions and liquidity,Oil and gas development acquisitions and borrowing-base-supported assets,Matador borrowing base San Mateo and development/acquisition use evidence,Debt issuance repayment OCF and production/cash proxy visible,source-visible-denominator-started,Reserve collateral sufficiency source-specific allocation and well/asset-level cash return,Matador has borrowing-base and debt/cash-flow denominators; asset-level return remains open.
CF519MM-013,CF519CST-018,Liberty Broadband Corporation,,debt_refinancing_and_facilities,Liberty Broadband holding company,Charter stake collateral debt proceeds repayments and liquidity,Holdco debt and asset monetization move through collateral and restructuring mechanics,Debt retirement liquidity and Charter-linked collateral structure,Charter investment margin loan Charter loan and exchangeable debenture settlement,Debt movement and collateral/liquidity bridge visible,source-visible-denominator-started,LTV sufficiency transaction economics shareholder realization and merger funds-flow proof,Liberty Broadband has holdco debt/collateral movement evidence; shareholder cash realization remains open.
CF519MM-014,CF519CST-019,Wheaton Precious Metals Corp.,WPM,debt_refinancing_and_facilities,Wheaton streaming/royalty company,Bank debt term loan revolver capacity operating cash flow and PMPA funding,Upfront PMPA payments buy future payable production streams,Antamina PMPA and broader streaming/royalty assets,BHP Antamina PMPA funding context,Operating cash debt draw/repayment and stream economics proxy visible,source-visible-denominator-started,Delivery curve stream-level cash receipts tax/interest allocation debt-service waterfall and full PMPA return,Wheaton has debt/cash denominators and Antamina funding context; full stream return remains open.
CF519MM-015,CF519CST-033,Energy Transfer Lp,ET,capital_intensity_and_capex,Energy Transfer midstream partnership,DCF adjusted EBITDA revolver availability debt and growth capex budget,Company capital stack funds growth projects and expansions,Midstream NGL export pipeline and processing expansion,Nederland expansion Lone Star and y-grade agreement context,Company-level funding output capex and cash generation visible,pass-with-boundary,Project capital schedule shipper contracts tariff billing volumes and project EBITDA bridge,Energy Transfer has company-level source/use/output/cash evidence; named-project cash realization remains open.
CF519MM-016,CF519CST-034,Sterling Infrastructure Inc.,STRL,capital_intensity_and_capex,Sterling infrastructure contractor,Backlog/RPO contract liabilities operating cash and expanded credit wrapper,Customer project awards and credit capacity support execution into revenue and cash timing,E-infrastructure transportation and building solutions project backlog,RPO/backlog platform with revolver and L/C capacity,Backlog revenue OCF less capex and credit-wrapper proxy visible,pass-with-boundary,Project owner funding bonded backlog L/C outstanding retainage margin and collection evidence,Sterling has backlog/cash-proxy and credit-wrapper evidence; funded project cash return remains open.
