row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
URIBBFC-001,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,fleet asset base,OEC,23.8,B USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-ex99-earnings-release.html,SEC 8-K earnings-release exhibit,"Company disclosed average original equipment at cost, or OEC, of 23.8B USD",source-table-backed,"URI has a very large productive fleet base that can absorb capital and generate rental revenue.","OEC is not book value, ROIC, utilization, or replacement/growth split.","OEC roll-forward by fleet class, acquisition, purchases, disposals, and region"
URIBBFC-002,FY2025 to Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,fleet scale bridge,OEC increase since year-end 2025,1.32,B USD,"raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k.html; raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-ex99-earnings-release.html","SEC 10-K annual baseline and Q2 2026 earnings-release exhibit","23.8B USD Q2 2026 OEC - 22.48B USD FY2025 OEC",derived-source-table,"URI increased fleet scale by about 1.32B USD after year-end 2025.","The increase can reflect mix, inflation, acquisition, and replacement effects, not pure organic growth fleet.","Fleet roll-forward and category mix disclosure"
URIBBFC-003,H1 2026,United Rentals,URI,capital-intensive real-economy buildout,fleet cash deployment,Gross rental capital expenditures,2.931,B USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-ex99-earnings-release.html,SEC 8-K earnings-release exhibit,"Company disclosed year-to-date gross rental capital expenditures of 2.931B USD",source-table-backed,"URI was actively deploying capital into rental fleet during H1 2026.","Gross rental capex includes replacement as well as growth and does not identify asset class or funding source.","Fleet capex split between replacement and growth"
URIBBFC-004,H1 2026,United Rentals,URI,capital-intensive real-economy buildout,fleet purchase cash,Payments for purchases of rental equipment,2.720,B USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html,SEC 10-Q cash-flow statement,"Filed cash-flow statement line for payments for purchases of rental equipment",filed-source-table,"The cash-flow statement confirms actual cash paid for rental equipment.","The line does not separate growth from replacement or identify borrowing versus internal cash funding.","Detailed capex schedule and funding-source bridge"
URIBBFC-005,H1 2026,United Rentals,URI,capital-intensive real-economy buildout,fleet recycling,Proceeds from sales of rental equipment,680,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html,SEC 10-Q cash-flow statement,"Filed cash-flow statement line for proceeds from sales of rental equipment",filed-source-table,"Used-equipment sales recycle cash back into the fleet funding model.","Sale proceeds do not reveal asset condition, margin by class, or whether proceeds fund growth purchases.","Used-equipment gross margin, OEC recovery rate, and fleet age by class"
URIBBFC-006,H1 2026,United Rentals,URI,capital-intensive real-economy buildout,net fleet cash deployment,Net cash rental-equipment investment,2.040,B USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html,SEC 10-Q cash-flow statement,"2.720B USD purchases less 680M USD sale proceeds",derived-filed-source,"URI's net cash fleet investment after equipment recycling was 2.040B USD in H1 2026.","Net cash investment is not a return metric and not a growth-only investment metric.","Fleet roll-forward, depreciation, gains on sale, and growth/replacement split"
URIBBFC-007,H1 2026,United Rentals,URI,capital-intensive real-economy buildout,cash coverage,Operating cash flow as percent of gross rental capex,112.8,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-ex99-earnings-release.html,SEC 8-K earnings-release exhibit,"3.305B USD year-to-date net cash provided by operating activities / 2.931B USD gross rental capital expenditures",cash-conversion-derived,"URI generated operating cash flow greater than gross rental capex in H1 2026.","This does not prove which dollars funded which fleet purchases or whether marginal fleet returns are attractive.","Cash-flow bridge by debt draws, repayments, fleet purchases, sale proceeds, dividends, and repurchases"
URIBBFC-008,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,fleet revenue productivity,Rental revenue as percent of OEC,16.2,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-ex99-earnings-release.html,SEC 8-K earnings-release exhibit,"3.849B USD rental revenue / 23.8B USD OEC",operating-productivity-proxy,"The fleet generated quarterly rental revenue equal to about 16.2% of OEC.","This is not ROIC, utilization, margin, or cash return on invested capital.","Owned-equipment rental revenue, time utilization, rates, mix, and rental gross margin"
URIBBFC-009,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,fleet productivity,Fleet productivity increase,3.4,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-ex99-earnings-release.html,SEC 8-K earnings-release exhibit,"Company disclosure; footnote defines fleet productivity as rental rates, time utilization, and mix on owned equipment rental revenue",source-defined-operating-metric,"URI gives a company-defined bridge from fleet dollars to operating output.","The metric is aggregated and does not disclose the rate/utilization/mix contribution split.","Fleet productivity bridge components by segment and asset class"
URIBBFC-010,Q2 2026,United Rentals,URI,capital-intensive real-economy buildout,total debt stack,Total debt,14.230,B USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html,SEC 10-Q debt table,"AR securitization 1.414B; ABL 1.666B; term loan 971M; senior secured notes 2.241B; senior notes 7.582B; finance leases 356M",filed-term-summary,"URI's funding stack is explicit and multi-layered rather than a single generic debt bucket.","The debt table does not allocate borrowings to specific fleet purchases or projects.","Debt maturity table, proceeds/use language, and facility agreements"
