sample_id,schedule,page,cusip,issuer_or_description,transaction_date,counterparty_or_vendor,sample_read,proof_use,boundary,next_action
CFKKRGACEDS-001,Schedule D Part 3 acquired during year,250,04316J-AG-4,ARTHUR J. GALLAGHER & CO.,05/19/2025,... Various,acquired-security-visible,named issuer/security route for Global Atlantic insurance-capital destination mapping,"sample row proves a named Schedule D row is extractable; it does not yet prove full position value, proceeds, income, borrower use, or return",build full Accordia Schedule D parser for pages 220-270 and reconcile numeric columns
CFKKRGACEDS-002,Schedule D Part 3 acquired during year,250,04316J-AN-9,ARTHUR J. GALLAGHER & CO.,07/02/2025,"... BARCLAY INVESTMENTS, INC.",acquired-security-visible,named issuer/security route for Global Atlantic insurance-capital destination mapping,"sample row proves a named Schedule D row is extractable; it does not yet prove full position value, proceeds, income, borrower use, or return",build full Accordia Schedule D parser for pages 220-270 and reconcile numeric columns
CFKKRGACEDS-003,Schedule D Part 3 acquired during year,250,045054-AL-7,ASHTEAD CAPITAL INC,11/25/2025,... MORGAN STANLEY & CO. LLC,acquired-security-visible,named issuer/security route for Global Atlantic insurance-capital destination mapping,"sample row proves a named Schedule D row is extractable; it does not yet prove full position value, proceeds, income, borrower use, or return",build full Accordia Schedule D parser for pages 220-270 and reconcile numeric columns
CFKKRGACEDS-004,Schedule D Part 3 acquired during year,250,045941-AA-9,ASURION LLC,12/10/2025,... GOLDMAN SACHS & CO.,acquired-security-visible,named issuer/security route for Global Atlantic insurance-capital destination mapping,"sample row proves a named Schedule D row is extractable; it does not yet prove full position value, proceeds, income, borrower use, or return",build full Accordia Schedule D parser for pages 220-270 and reconcile numeric columns
CFKKRGACEDS-005,Schedule D Part 3 acquired during year,250,04621W-AF-7,ASSURED GUARANTY US HOLDINGS INC,11/25/2025,... MORGAN STANLEY & CO. LLC,acquired-security-visible,named issuer/security route for Global Atlantic insurance-capital destination mapping,"sample row proves a named Schedule D row is extractable; it does not yet prove full position value, proceeds, income, borrower use, or return",build full Accordia Schedule D parser for pages 220-270 and reconcile numeric columns
CFKKRGACEDS-006,Schedule D Part 3 acquired during year,250,04621X-AD-0,ASSURANT INC,11/25/2025,... MORGAN STANLEY & CO. LLC,acquired-security-visible,named issuer/security route for Global Atlantic insurance-capital destination mapping,"sample row proves a named Schedule D row is extractable; it does not yet prove full position value, proceeds, income, borrower use, or return",build full Accordia Schedule D parser for pages 220-270 and reconcile numeric columns
CFKKRGACEDS-007,Schedule D Part 3 acquired during year,250,052113-AB-3,AUSGRID FINANCE PTY LTD,11/25/2025,... MORGAN STANLEY & CO. LLC,acquired-security-visible,named issuer/security route for Global Atlantic insurance-capital destination mapping,"sample row proves a named Schedule D row is extractable; it does not yet prove full position value, proceeds, income, borrower use, or return",build full Accordia Schedule D parser for pages 220-270 and reconcile numeric columns
CFKKRGACEDS-008,Schedule D Part 3 acquired during year,250,052528-AT-3,AUSTRALIA AND NEW ZEALAND BANKING GROUP,08/13/2025,... J.P. MORGAN SECURITIES INC.,acquired-security-visible,named issuer/security route for Global Atlantic insurance-capital destination mapping,"sample row proves a named Schedule D row is extractable; it does not yet prove full position value, proceeds, income, borrower use, or return",build full Accordia Schedule D parser for pages 220-270 and reconcile numeric columns
CFKKRGACEDS-009,Schedule D Part 3 acquired during year,250,052528-AV-8,AUSTRALIA AND NEW ZEALAND BANKING GROUP,08/13/2025,... J.P. MORGAN SECURITIES INC.,acquired-security-visible,named issuer/security route for Global Atlantic insurance-capital destination mapping,"sample row proves a named Schedule D row is extractable; it does not yet prove full position value, proceeds, income, borrower use, or return",build full Accordia Schedule D parser for pages 220-270 and reconcile numeric columns
CFKKRGACEDS-010,Schedule D Part 3 acquired during year,250,052769-AJ-5,AUTODESK INC,11/25/2025,... MORGAN STANLEY & CO. LLC,acquired-security-visible,named issuer/security route for Global Atlantic insurance-capital destination mapping,"sample row proves a named Schedule D row is extractable; it does not yet prove full position value, proceeds, income, borrower use, or return",build full Accordia Schedule D parser for pages 220-270 and reconcile numeric columns
