diagnostic_id,metric,value,units,proof_use,boundary,next_action
CFAACNCSPD-001,source_acquisition_rows,8,count,controls Concord named-cash source acquisition status,diagnostic combines local Athene statutory evidence with public issuer/rating evidence; not Athene-specific remittance or final return proof,"acquire Concord offering, indenture, trustee remittance, redemption, allocation, and liability-cost documents"
CFAACNCSPD-002,public_sources_found,5,count,controls Concord named-cash source acquisition status,diagnostic combines local Athene statutory evidence with public issuer/rating evidence; not Athene-specific remittance or final return proof,"acquire Concord offering, indenture, trustee remittance, redemption, allocation, and liability-cost documents"
CFAACNCSPD-003,local_athene_row_sources,1,count,controls Concord named-cash source acquisition status,diagnostic combines local Athene statutory evidence with public issuer/rating evidence; not Athene-specific remittance or final return proof,"acquire Concord offering, indenture, trustee remittance, redemption, allocation, and liability-cost documents"
CFAACNCSPD-004,request_package_rows,1,count,controls Concord named-cash source acquisition status,diagnostic combines local Athene statutory evidence with public issuer/rating evidence; not Athene-specific remittance or final return proof,"acquire Concord offering, indenture, trustee remittance, redemption, allocation, and liability-cost documents"
CFAACNCSPD-005,athene_concord_cash_like_consideration,229053398,USD,controls Concord named-cash source acquisition status,diagnostic combines local Athene statutory evidence with public issuer/rating evidence; not Athene-specific remittance or final return proof,"acquire Concord offering, indenture, trustee remittance, redemption, allocation, and liability-cost documents"
CFAACNCSPD-006,athene_concord_year_end_book_value,215167585,USD,controls Concord named-cash source acquisition status,diagnostic combines local Athene statutory evidence with public issuer/rating evidence; not Athene-specific remittance or final return proof,"acquire Concord offering, indenture, trustee remittance, redemption, allocation, and liability-cost documents"
CFAACNCSPD-007,concord_issuance_amount,1765000000,USD,controls Concord named-cash source acquisition status,diagnostic combines local Athene statutory evidence with public issuer/rating evidence; not Athene-specific remittance or final return proof,"acquire Concord offering, indenture, trustee remittance, redemption, allocation, and liability-cost documents"
CFAACNCSPD-008,concord_company_repayment_reference,1650000000,USD,controls Concord named-cash source acquisition status,diagnostic combines local Athene statutory evidence with public issuer/rating evidence; not Athene-specific remittance or final return proof,"acquire Concord offering, indenture, trustee remittance, redemption, allocation, and liability-cost documents"
CFAACNCSPD-009,concord_vfn_refinance_reference,100000000,USD,controls Concord named-cash source acquisition status,diagnostic combines local Athene statutory evidence with public issuer/rating evidence; not Athene-specific remittance or final return proof,"acquire Concord offering, indenture, trustee remittance, redemption, allocation, and liability-cost documents"
CFAACNCSPD-010,kbra_2022_1_redemption_reference,1750000000,USD,controls Concord named-cash source acquisition status,diagnostic combines local Athene statutory evidence with public issuer/rating evidence; not Athene-specific remittance or final return proof,"acquire Concord offering, indenture, trustee remittance, redemption, allocation, and liability-cost documents"
