row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
URISMDB-001,FY/H1 2024-2026,United Rentals,URI,capital-intensive real-economy buildout,specialty margin driver boundary,Source boundary,driver-visible not driver-quantified,text,"raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2024-10k-10k.html; raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html; raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-q2-10q.html; raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html",MD&A and segment tables,"Uses filed MD&A language plus segment gross-margin rows",source-boundary,"The filings name several drivers of margin pressure and specialty margin compression.","The filings do not quantify each driver's contribution to specialty margin change.","Transcript, investor deck, segment cost bridge, specialty category mix"
URISMDB-002,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,specialty margin compression,Specialty equipment-rentals gross margin,48.9,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"Filed specialty equipment-rentals gross margin",filed-source-table,"Specialty gross margin was 48.9% in FY2023.","Gross margin is not ROIC.","Segment operating profit and segment OEC"
URISMDB-003,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,specialty margin compression,Specialty equipment-rentals gross margin,48.1,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"Filed specialty equipment-rentals gross margin",filed-source-table,"Specialty gross margin declined 0.8 points in FY2024.","It does not isolate causes by dollar amount.","Cost bridge and mix bridge"
URISMDB-004,FY 2025,United Rentals,URI,capital-intensive real-economy buildout,specialty margin compression,Specialty equipment-rentals gross margin,43.6,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"Filed specialty equipment-rentals gross margin",filed-source-table,"Specialty gross margin declined further in FY2025.","It does not prove specialty ROIC declined.","Segment operating profit and segment assets"
URISMDB-005,FY 2023 to FY 2025,United Rentals,URI,capital-intensive real-economy buildout,specialty margin compression,Specialty gross-margin compression,5.3,percentage points,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"48.9% - 43.6%",proxy-derived,"Specialty gross margin compressed 5.3 percentage points from FY2023 to FY2025.","The amount does not allocate to each driver.","Segment cost/mix bridge"
URISMDB-006,H1 2024,United Rentals,URI,capital-intensive real-economy buildout,specialty margin compression,Specialty equipment-rentals gross margin,48.5,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-q2-10q.html,H1 segment table,"Filed specialty equipment-rentals gross margin",filed-source-table,"Specialty H1 gross margin was 48.5% in H1 2024.","Gross margin is not ROIC.","Segment operating profit and segment OEC"
URISMDB-007,H1 2025,United Rentals,URI,capital-intensive real-economy buildout,specialty margin compression,Specialty equipment-rentals gross margin,44.5,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html,H1 segment table,"Filed specialty equipment-rentals gross margin",filed-source-table,"Specialty H1 gross margin declined to 44.5% in H1 2025.","It does not isolate causes by dollar amount.","Cost bridge and mix bridge"
URISMDB-008,H1 2026,United Rentals,URI,capital-intensive real-economy buildout,specialty margin compression,Specialty equipment-rentals gross margin,43.1,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html,H1 segment table,"Filed specialty equipment-rentals gross margin",filed-source-table,"Specialty H1 gross margin declined again to 43.1% in H1 2026.","It does not prove specialty is unattractive or low-return.","Segment operating profit and segment assets"
URISMDB-009,H1 2024 to H1 2026,United Rentals,URI,capital-intensive real-economy buildout,specialty margin compression,Specialty H1 gross-margin compression,5.4,percentage points,"raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-q2-10q.html; raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html",H1 segment tables,"48.5% - 43.1%",proxy-derived,"Specialty H1 gross margin compressed 5.4 percentage points from H1 2024 to H1 2026.","The amount does not allocate to each driver.","Segment cost/mix bridge"
URISMDB-010,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,named margin drivers,Higher ancillary mix,driver named,text,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2024-10k-10k.html,MD&A adjusted EBITDA margin discussion,"Decreased equipment-rental gross margin excluding depreciation and stock compensation primarily reflected higher 2024 ancillary revenue mix, inflation, and normal cost variability",driver-visible,"The filing names higher ancillary revenue mix as a margin-pressure driver.","It does not quantify the basis-point impact of ancillary mix.","Ancillary margin bridge"
URISMDB-011,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,named margin drivers,Inflation,driver named,text,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2024-10k-10k.html,MD&A adjusted EBITDA margin discussion,"Inflation named as one of the primary drivers of decreased equipment-rental gross margin excluding depreciation and stock compensation",driver-visible,"Inflation is a named margin-pressure driver.","It does not quantify inflation's contribution to margin compression.","Cost inflation bridge"
URISMDB-012,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,named margin drivers,Normal cost variability,driver named,text,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2024-10k-10k.html,MD&A adjusted EBITDA margin discussion,"Normal cost variability named as one of the primary drivers of decreased equipment-rental gross margin",driver-visible,"The filing names normal cost variability as a margin-pressure driver.","It does not specify which costs or amounts in that annual passage.","Segment cost bridge"
