"extraction_id","company","ticker","period","field","value","unit","source_anchor","what_it_proves","boundary","claim_status"
"ARDGVR-001","Dollar General Corporation","DG","FY2025","store count","20893","stores","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","Dollar General is a massive local-access network.","Store count proves reach, not customer loyalty or store-level cash quality.","proximity-network-visible"
"ARDGVR-002","Dollar General Corporation","DG","FY2025","sales growth","5.2","percent","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","Revenue recovered while the company worked through operating cleanup.","Sales growth does not separate traffic, ticket, price, mix, or new-store contribution by itself.","sales-growth-visible"
"ARDGVR-003","Dollar General Corporation","DG","FY2025","sales","42.7","B USD","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","The business handles a large amount of essential and small-basket spending.","Large sales do not prove lower-income consumer health or durable margin.","scale-visible-with-boundary"
"ARDGVR-004","Dollar General Corporation","DG","FY2025","same-store sales growth","3.0","percent","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","Existing stores improved, not only new stores.","Same-store sales do not prove whether traffic or ticket drove the improvement.","same-store-sales-visible-with-boundary"
"ARDGVR-005","Dollar General Corporation","DG","FY2025","EPS growth","34.1","percent","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","Earnings recovered faster than sales.","EPS growth can reflect cost actions, buybacks, tax, or other factors and is not store-level cash proof.","earnings-recovery-visible"
"ARDGVR-006","Dollar General Corporation","DG","FY2025","EPS","6.85","USD","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","Profitability was visible at the shareholder level.","EPS is not operating cash flow and does not prove inventory or shrink control by itself.","profitability-visible-with-boundary"
"ARDGVR-007","Dollar General Corporation","DG","FY2025","consumables sales mix","81.0","percent","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","The business is heavily tied to recurring necessities.","Consumables can drive traffic while pressuring margin, so mix is not automatically positive.","replenishment-mix-visible"
"ARDGVR-008","Dollar General Corporation","DG","FY2025 synthesis","customer mechanism","budgeted immediacy","text","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","Customers need nearby small-basket replenishment when cash, time, or transportation are constrained.","A plausible customer mechanism is not cohort-level proof without basket and income evidence.","customer-mechanism-visible-with-boundary"
"ARDGVR-009","Dollar General Corporation","DG","FY2025 synthesis","operating mechanism","store density plus consumables traffic","text","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","Proximity and repeat trips are the core operating loop.","The mechanism fails if store standards, shrink, labor, inventory, or mix erode economics.","operating-mechanism-visible-with-boundary"
"ARDGVR-010","Dollar General Corporation","DG","Q1 2026","traffic growth","1.4","percent","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","Store visits improved in the current quarter.","Traffic growth does not prove ticket quality, basket margin, or durable customer health.","traffic-growth-visible-with-boundary"
"ARDGVR-011","Dollar General Corporation","DG","Q1 2026","gross margin improvement","65","basis points","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","Unit economics improved rather than only traffic.","Gross-margin improvement does not prove shrink, labor, or inventory issues are permanently solved.","margin-improvement-visible-with-boundary"
"ARDGVR-012","Dollar General Corporation","DG","Q1 2026","gross margin","31.6","percent","services/discount-variety-stores/dollar-general-corporation/company-analysis.md","The margin level was visible after improvement.","Gross margin is before many operating costs and is not full cash conversion proof.","gross-margin-visible-with-boundary"
