correction_metric_id,metric,value,unit,proof_use,boundary,next_action
CFAASDPSG-001,disposal_parser_rows,7655,count,Schedule D disposal parser safe gain/loss correction diagnostic,row count unchanged from first-pass disposal parser,use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-002,disposal_parser_columns,22,count,Schedule D disposal parser safe gain/loss correction diagnostic,"schema expanded with economic class, cash-likeness, safe gain/loss, and gain/loss status fields",use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-003,row_cash_likeness__cash-like-candidate,7396,count,Schedule D disposal parser safe gain/loss correction diagnostic,cash-like classification is heuristic and not final cash receipt proof,use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-004,row_cash_likeness__noncash-or-transfer-hold,259,count,Schedule D disposal parser safe gain/loss correction diagnostic,cash-like classification is heuristic and not final cash receipt proof,use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-005,economic_disposition_class__principal-paydown-cash-candidate,3636,count,Schedule D disposal parser safe gain/loss correction diagnostic,"economic class supports prioritization and noncash holds, not final accounting proof",use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-006,economic_disposition_class__market-sale-or-counterparty-cash-candidate,3258,count,Schedule D disposal parser safe gain/loss correction diagnostic,"economic class supports prioritization and noncash holds, not final accounting proof",use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-007,economic_disposition_class__redemption-or-call-cash-candidate,389,count,Schedule D disposal parser safe gain/loss correction diagnostic,"economic class supports prioritization and noncash holds, not final accounting proof",use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-008,economic_disposition_class__tax-free-exchange-hold,186,count,Schedule D disposal parser safe gain/loss correction diagnostic,"economic class supports prioritization and noncash holds, not final accounting proof",use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-009,economic_disposition_class__maturity-proceeds-cash-candidate,113,count,Schedule D disposal parser safe gain/loss correction diagnostic,"economic class supports prioritization and noncash holds, not final accounting proof",use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-010,economic_disposition_class__security-withdrawal-hold,45,count,Schedule D disposal parser safe gain/loss correction diagnostic,"economic class supports prioritization and noncash holds, not final accounting proof",use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-011,economic_disposition_class__direct-or-private-transfer-hold,21,count,Schedule D disposal parser safe gain/loss correction diagnostic,"economic class supports prioritization and noncash holds, not final accounting proof",use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-012,economic_disposition_class__unclassified-hold,7,count,Schedule D disposal parser safe gain/loss correction diagnostic,"economic class supports prioritization and noncash holds, not final accounting proof",use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-013,gain_loss_interpretation_status__legacy-positional-gain-loss-not-promoted,6010,count,Schedule D disposal parser safe gain/loss correction diagnostic,gain/loss status controls whether legacy parser values may be promoted,use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-014,gain_loss_interpretation_status__parser-gain-loss-equals-consideration-column-shift-hold,717,count,Schedule D disposal parser safe gain/loss correction diagnostic,gain/loss status controls whether legacy parser values may be promoted,use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-015,gain_loss_interpretation_status__small-parenthetical-gain-loss-visible,542,count,Schedule D disposal parser safe gain/loss correction diagnostic,gain/loss status controls whether legacy parser values may be promoted,use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-016,gain_loss_interpretation_status__gain-loss-not-visible,386,count,Schedule D disposal parser safe gain/loss correction diagnostic,gain/loss status controls whether legacy parser values may be promoted,use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
CFAASDPSG-017,safe_realized_gain_loss_sum,-168096.000000,USD,Schedule D disposal parser safe gain/loss correction diagnostic,safe gain/loss sum includes only independently visible small parenthetical values and is not a full realized gain/loss total,use safe_realized_gain_loss and gain_loss_interpretation_status for downstream proof tables; do not promote legacy realized_gain_loss without row-level support
