row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
URISARP-001,FY/H1 2023-2026,United Rentals,URI,capital-intensive real-economy buildout,segment asset-return proxy,Source boundary,gross-profit-to-segment-assets proxy,text,"raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html; raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-q2-10q.html; raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2026-q2-10q.html",Filed segment tables,"Uses segment equipment-rentals gross profit and segment total assets",proxy-boundary,"The filed tables provide a segment asset denominator for a bounded gross-profit/assets proxy.","Segment total assets are not OEC; gross profit is not operating profit; this is not ROIC.","Segment OEC, average rental fleet, segment operating profit, and growth/replacement capex"
URISARP-002,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,annual segment assets,General rentals total assets,20411,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"General rentals total assets at December 31 2023",filed-source-table,"General rentals had 20.411B USD of segment assets at FY2023 close.","Total assets include more than rental fleet OEC.","Segment OEC and average assets"
URISARP-003,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,annual segment assets,Specialty total assets,5178,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"Specialty total assets at December 31 2023",filed-source-table,"Specialty had 5.178B USD of segment assets at FY2023 close.","Total assets include more than rental fleet OEC.","Segment OEC and average assets"
URISARP-004,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,annual segment assets,Specialty share of segment total assets,20.2,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"5178M / 25589M",proxy-derived,"Specialty was 20.2% of FY2023 segment assets.","Asset share is not capital employed or OEC share.","Segment capital employed and OEC"
URISARP-005,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,annual segment assets,General rentals total assets,21044,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"General rentals total assets at December 31 2024",filed-source-table,"General rentals assets increased modestly in FY2024.","Total assets include more than rental fleet OEC.","Segment OEC and average assets"
URISARP-006,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,annual segment assets,Specialty total assets,7119,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"Specialty total assets at December 31 2024",filed-source-table,"Specialty assets rose materially in FY2024.","It does not identify organic versus acquisition asset growth.","Organic/acquired asset bridge"
URISARP-007,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,annual segment assets,Specialty share of segment total assets,25.3,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"7119M / 28163M",proxy-derived,"Specialty rose to 25.3% of FY2024 segment assets.","Asset share is not capital employed or OEC share.","Segment capital employed and OEC"
URISARP-008,FY 2025,United Rentals,URI,capital-intensive real-economy buildout,annual segment assets,General rentals total assets,21787,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"General rentals total assets at December 31 2025",filed-source-table,"General rentals assets increased again in FY2025.","Total assets include more than rental fleet OEC.","Segment OEC and average assets"
URISARP-009,FY 2025,United Rentals,URI,capital-intensive real-economy buildout,annual segment assets,Specialty total assets,8079,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"Specialty total assets at December 31 2025",filed-source-table,"Specialty assets rose again in FY2025.","It does not identify organic versus acquisition asset growth.","Organic/acquired asset bridge"
URISARP-010,FY 2025,United Rentals,URI,capital-intensive real-economy buildout,annual segment assets,Specialty share of segment total assets,27.1,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"8079M / 29866M",proxy-derived,"Specialty rose to 27.1% of FY2025 segment assets.","Asset share is not capital employed or OEC share.","Segment capital employed and OEC"
URISARP-011,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,annual gross-profit/assets proxy,General rentals equipment-rentals gross profit / segment assets,15.8,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"3219M / 20411M",proxy-derived,"General rentals gross-profit/assets proxy was 15.8% in FY2023.","This is not ROA or ROIC.","Segment operating profit and average capital"
URISARP-012,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,annual gross-profit/assets proxy,Specialty equipment-rentals gross profit / segment assets,30.8,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"1595M / 5178M",proxy-derived,"Specialty gross-profit/assets proxy was materially above general rentals in FY2023.","This is not ROA or ROIC and does not include full expenses.","Segment operating profit and average capital"
URISARP-013,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,annual gross-profit/assets proxy,Total equipment-rentals gross profit / segment assets,18.8,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"4814M / 25589M",proxy-derived,"Total segment gross-profit/assets proxy was 18.8% in FY2023.","This is not consolidated ROA or ROIC.","Operating profit and average assets"
URISARP-014,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,annual gross-profit/assets proxy,General rentals equipment-rentals gross profit / segment assets,15.4,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"3232M / 21044M",proxy-derived,"General rentals gross-profit/assets proxy was 15.4% in FY2024.","This is not ROA or ROIC.","Segment operating profit and average capital"
URISARP-015,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,annual gross-profit/assets proxy,Specialty equipment-rentals gross profit / segment assets,27.6,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"1966M / 7119M",proxy-derived,"Specialty gross-profit/assets proxy remained above general rentals in FY2024 but declined from FY2023.","This is not ROA or ROIC and does not include full expenses.","Segment operating profit and average capital"
URISARP-016,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,annual gross-profit/assets proxy,Total equipment-rentals gross profit / segment assets,18.5,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"5198M / 28163M",proxy-derived,"Total segment gross-profit/assets proxy was 18.5% in FY2024.","This is not consolidated ROA or ROIC.","Operating profit and average assets"
URISARP-017,FY 2025,United Rentals,URI,capital-intensive real-economy buildout,annual gross-profit/assets proxy,General rentals equipment-rentals gross profit / segment assets,14.8,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"3225M / 21787M",proxy-derived,"General rentals gross-profit/assets proxy was 14.8% in FY2025.","This is not ROA or ROIC.","Segment operating profit and average capital"
URISARP-018,FY 2025,United Rentals,URI,capital-intensive real-economy buildout,annual gross-profit/assets proxy,Specialty equipment-rentals gross profit / segment assets,25.0,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"2023M / 8079M",proxy-derived,"Specialty gross-profit/assets proxy remained above general rentals in FY2025 but declined again.","This is not ROA or ROIC and does not include full expenses.","Segment operating profit and average capital"
URISARP-019,FY 2025,United Rentals,URI,capital-intensive real-economy buildout,annual gross-profit/assets proxy,Total equipment-rentals gross profit / segment assets,17.6,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"5248M / 29866M",proxy-derived,"Total segment gross-profit/assets proxy was 17.6% in FY2025.","This is not consolidated ROA or ROIC.","Operating profit and average assets"
URISARP-020,FY 2023 to FY 2025,United Rentals,URI,capital-intensive real-economy buildout,annual gross-profit/assets proxy,Specialty gross-profit/assets decline,5.8,percentage points,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"30.8% - 25.0%",proxy-derived,"Specialty's annual gross-profit/assets proxy declined by 5.8 percentage points from FY2023 to FY2025.","It does not prove declining ROIC because the proxy is gross profit over total assets.","Segment operating profit and average invested capital"
URISARP-021,H1 2025,United Rentals,URI,capital-intensive real-economy buildout,H1 gross-profit/assets proxy,General rentals annualized equipment-rentals gross profit / average segment assets,13.9,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-q2-10q.html,H1 segment table and segment assets,"1475M * 2 / average of 21044M and 21548M",proxy-derived,"General rentals H1 2025 annualized gross-profit/assets proxy was 13.9%.","Annualization ignores seasonality and is not ROIC.","TTM segment gross profit and average assets"
URISARP-022,H1 2025,United Rentals,URI,capital-intensive real-economy buildout,H1 gross-profit/assets proxy,Specialty annualized equipment-rentals gross profit / average segment assets,26.4,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-q2-10q.html,H1 segment table and segment assets,"976M * 2 / average of 7119M and 7658M",proxy-derived,"Specialty H1 2025 annualized gross-profit/assets proxy was 26.4%.","Annualization ignores seasonality and is not ROIC.","TTM segment gross profit and average assets"
