page,cusip_or_identifier,name,book_value,consideration,gain_loss,investment_income,acquisition_date,disposal_date,part1_pages,part2_pages,continuity_status,source_terms,boundary
5832,05602X-DJ-4,BNP Paribas SA Junior Subordinated .........FRA........ Perpet.,"274,072,937","274,270,974","198,037","2,192,060",01/01/2025,07/08/2025,5819,5827,same-cusip-part1-and-part2-and-part3-visible,Sale,"Explicit Sale label and coordinate-extracted Schedule BA consideration; not settlement-account, borrower-repayment, legal-entity cash, or Apollo owner-cash proof."
5834,780082-AV-5,Royal Bank of Canada Junior Subordinated .........CAN........,"216,857,408","216,647,014","(210,394)","2,280,136",06/04/2025,11/07/2025,5820,5828,same-cusip-part1-and-part2-and-part3-visible,Sale,"Explicit Sale label and coordinate-extracted Schedule BA consideration; not settlement-account, borrower-repayment, legal-entity cash, or Apollo owner-cash proof."
5833,639057-AQ-1,NatWest Group PLC Junior Subordinated .........GBR........ Perpet.,"160,170,587","163,322,734","3,152,147","1,438,038",04/08/2025,12/01/2025,5820,5828,same-cusip-part1-and-part2-and-part3-visible,Sale,"Explicit Sale label and coordinate-extracted Schedule BA consideration; not settlement-account, borrower-repayment, legal-entity cash, or Apollo owner-cash proof."
5834,902613-BE-7,BANK .........CHE........ UBS Group AG,"131,489,708","134,987,017","3,497,309",,03/10/2025,10/08/2025,,5828,same-cusip-part2-and-part3-visible,Sale,"Explicit Sale label and coordinate-extracted Schedule BA consideration; not settlement-account, borrower-repayment, legal-entity cash, or Apollo owner-cash proof."
5834,89116C-KP-1,Toronto-Dominion Bank/The Junior Subordinated .........CAN........,"123,580,319","124,662,248","1,081,929","1,246,961",01/01/2025,10/10/2025,5820,5828,same-cusip-part1-and-part2-and-part3-visible,Sale,"Explicit Sale label and coordinate-extracted Schedule BA consideration; not settlement-account, borrower-repayment, legal-entity cash, or Apollo owner-cash proof."
5834,902613-BK-3,UBS Group AG Junior Subordinated .........CHE........ Perpet.,"85,727,849","86,010,099","282,250","805,631",01/01/2025,07/08/2025,5821,5828,same-cusip-part1-and-part2-and-part3-visible,Sale,"Explicit Sale label and coordinate-extracted Schedule BA consideration; not settlement-account, borrower-repayment, legal-entity cash, or Apollo owner-cash proof."
5832,064159-8V-1,Bank of Nova Scotia/The Junior Subordinated .........CAN........,"73,630,125","76,011,741","2,381,616",,01/01/2025,07/21/2025,,5827,same-cusip-part2-and-part3-visible,Sale,"Explicit Sale label and coordinate-extracted Schedule BA consideration; not settlement-account, borrower-repayment, legal-entity cash, or Apollo owner-cash proof."
5833,53944Y-BB-8,Lloyds Banking Group PLC LLOYDS BANKING .........GBR........ GROUP PLC Perpet.,"59,596,875","60,693,750","1,096,875","692,672",04/07/2025,07/08/2025,5820,5828,same-cusip-part1-and-part2-and-part3-visible,Sale,"Explicit Sale label and coordinate-extracted Schedule BA consideration; not settlement-account, borrower-repayment, legal-entity cash, or Apollo owner-cash proof."
5830,00455*-AA-8,Ace Credit Fund LP ACE J59738 DE......... WIlmington,"50,955,599","50,908,577","(47,022)",,01/01/2025,03/27/2025,,5826,same-cusip-part2-and-part3-visible,Sale,"Explicit Sale label and coordinate-extracted Schedule BA consideration; not settlement-account, borrower-repayment, legal-entity cash, or Apollo owner-cash proof."
5831,636792-AB-9,National Life Insurance Co Subordinated VT......... Springfield,"46,840,768","46,840,768",,,07/10/2018,04/14/2025,5817,5827,same-cusip-part1-and-part2-and-part3-visible,Sale,"Explicit Sale label and coordinate-extracted Schedule BA consideration; not settlement-account, borrower-repayment, legal-entity cash, or Apollo owner-cash proof."
