claim_id,source_id,reporting_entity,period,metric_category,metric_name,value,unit,source_url,local_path,source_location,what_it_proves,what_it_does_not_prove,status
CF-005,gspcc-2026q2-sec-10q,Goldman Sachs Private Credit Corp.,Q2 2026,vehicle structure,exchange listing,none,text,https://www.sec.gov/Archives/edgar/data/1920145/000119312526340582/ck0001920145-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gspcc-2026q2-10q.html,cover page,"GSPCC reports no securities registered on an exchange under Section 12(b).","This supports a non-listed channel but does not identify investors.",extracted
CF-005,gspcc-2026q2-sec-10q,Goldman Sachs Private Credit Corp.,Q2 2026,vehicle structure,registered share classes,Class I Class S Class D,text,https://www.sec.gov/Archives/edgar/data/1920145/000119312526340582/ck0001920145-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gspcc-2026q2-10q.html,cover page,"GSPCC reports Class I, Class S, and Class D shares registered under Section 12(g).","This identifies share classes but not the final shareholder mix.",extracted
CF-005,gspcc-2026q2-sec-10q,Goldman Sachs Private Credit Corp.,Q2 2026,manager relationship,investment adviser,Goldman Sachs Asset Management LP,text,https://www.sec.gov/Archives/edgar/data/1920145/000119312526340582/ck0001920145-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gspcc-2026q2-10q.html,cautionary statement and related references,"GSPCC refers to Goldman Sachs Asset Management LP as the Investment Adviser.","This proves adviser relationship, not Goldman Sachs corporate-balance-sheet funding.",extracted
CF-005,gspcc-2026q2-sec-10q,Goldman Sachs Private Credit Corp.,Q2 2026,offering channel,private offering,initial closing broke escrow,text,https://www.sec.gov/Archives/edgar/data/1920145/000119312526340582/ck0001920145-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gspcc-2026q2-10q.html,note 1 organization and offering,"GSPCC says it broke escrow in connection with the initial closing of the private offering of shares after escrow conditions were satisfied.","This supports private-offering channel evidence but not investor identity.",extracted
CF-005,gspcc-2026q2-sec-10q,Goldman Sachs Private Credit Corp.,Q2 2026,offering channel,offering assistance,GS & Co.,text,https://www.sec.gov/Archives/edgar/data/1920145/000119312526340582/ck0001920145-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gspcc-2026q2-10q.html,note 1 organization and offering,"GSPCC says GS & Co. assists the company in conducting the offering pursuant to agreements.","This identifies an offering intermediary, not final investors.",extracted
CF-005,gspcc-2026q2-sec-10q,Goldman Sachs Private Credit Corp.,Q2 2026,balance sheet,total investments at fair value,18187.575,USD millions,https://www.sec.gov/Archives/edgar/data/1920145/000119312526340582/ck0001920145-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gspcc-2026q2-10q.html,consolidated statements of assets and liabilities,"GSPCC reported 18.187575B USD of total investments at fair value at June 30 2026.","This is vehicle scale, not a borrower-specific facility size.",extracted
CF-005,gspcc-2026q2-sec-10q,Goldman Sachs Private Credit Corp.,Q2 2026,balance sheet,total assets,18671.894,USD millions,https://www.sec.gov/Archives/edgar/data/1920145/000119312526340582/ck0001920145-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gspcc-2026q2-10q.html,consolidated statements of assets and liabilities,"GSPCC reported 18.671894B USD of total assets at June 30 2026.","This does not identify ultimate investor sources.",extracted
CF-005,gspcc-2026q2-sec-10q,Goldman Sachs Private Credit Corp.,Q2 2026,balance sheet,debt net of debt issuance costs,8859.977,USD millions,https://www.sec.gov/Archives/edgar/data/1920145/000119312526340582/ck0001920145-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gspcc-2026q2-10q.html,consolidated statements of assets and liabilities,"GSPCC reported 8.859977B USD of debt net of debt issuance costs at June 30 2026.","This is vehicle leverage, not borrower allocation.",extracted
CF-005,gspcc-2026q2-sec-10q,Goldman Sachs Private Credit Corp.,Q2 2026,balance sheet,total liabilities,9477.846,USD millions,https://www.sec.gov/Archives/edgar/data/1920145/000119312526340582/ck0001920145-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gspcc-2026q2-10q.html,consolidated statements of assets and liabilities,"GSPCC reported 9.477846B USD of total liabilities at June 30 2026.","This does not allocate liabilities to named portfolio companies.",extracted
CF-005,gspcc-2026q2-sec-10q,Goldman Sachs Private Credit Corp.,Q2 2026,balance sheet,total net assets,9194.048,USD millions,https://www.sec.gov/Archives/edgar/data/1920145/000119312526340582/ck0001920145-20260630.htm,raw/primary-sources/capital-flow/relation/sec/gspcc-2026q2-10q.html,consolidated statements of assets and liabilities,"GSPCC reported 9.194048B USD of total net assets at June 30 2026.","This identifies shareholder/net-asset capital but not shareholder composition.",extracted
