row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
URIORST-001,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,owned-rental mix trend,Owned equipment rentals,9948,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual revenue-by-type table,"Owned equipment rentals for year ended December 31 2023",filed-source-table,"Owned-equipment rental revenue was the majority of equipment-rental revenue in FY2023.","It does not split rate, time utilization, and mix.","Rate/time/mix disclosure"
URIORST-002,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,owned-rental mix trend,Owned equipment rentals,10559,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual revenue-by-type table,"Owned equipment rentals for year ended December 31 2024",filed-source-table,"Owned-equipment rental revenue grew in FY2024.","It does not prove utilization or ROIC.","Rate/time/mix disclosure"
URIORST-003,FY 2025,United Rentals,URI,capital-intensive real-economy buildout,owned-rental mix trend,Owned equipment rentals,11048,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual revenue-by-type table,"Owned equipment rentals for year ended December 31 2025",filed-source-table,"Owned-equipment rental revenue grew again in FY2025.","It does not identify growth versus replacement fleet economics.","Growth/replacement capex split"
URIORST-004,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,owned-rental mix trend,Owned equipment rentals share of equipment rentals,82.5,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual revenue-by-type table,"9948M / 12064M",proxy-derived,"Owned equipment rentals were 82.5% of FY2023 equipment-rentals revenue.","This is revenue mix, not utilization.","Owned-rental utilization and rate data"
URIORST-005,FY 2024,United Rentals,URI,capital-intensive real-economy buildout,owned-rental mix trend,Owned equipment rentals share of equipment rentals,81.0,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual revenue-by-type table,"10559M / 13029M",proxy-derived,"Owned equipment rentals were 81.0% of FY2024 equipment-rentals revenue.","This is revenue mix, not utilization.","Owned-rental utilization and rate data"
URIORST-006,FY 2025,United Rentals,URI,capital-intensive real-economy buildout,owned-rental mix trend,Owned equipment rentals share of equipment rentals,80.0,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual revenue-by-type table,"11048M / 13806M",proxy-derived,"Owned equipment rentals were 80.0% of FY2025 equipment-rentals revenue.","This is revenue mix, not utilization.","Owned-rental utilization and rate data"
URIORST-007,FY 2023 to FY 2025,United Rentals,URI,capital-intensive real-economy buildout,owned-rental mix trend,Owned equipment rentals growth,11.1,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual revenue-by-type table,"11048M / 9948M - 1",proxy-derived,"Owned-equipment rental revenue grew 11.1% over FY2023-FY2025.","It does not split growth from price, utilization, mix, acquisition, or inflation.","Rate/time/mix and acquisition bridge"
URIORST-008,FY 2023 to FY 2025,United Rentals,URI,capital-intensive real-economy buildout,owned-rental mix trend,Ancillary and other rental revenue growth,31.9,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual revenue-by-type table,"2483M / 1883M - 1",proxy-derived,"Ancillary and other rental revenue grew faster than owned-equipment rental revenue over FY2023-FY2025.","It does not prove ancillary margin quality.","Ancillary cost and margin detail"
URIORST-009,FY 2023 to FY 2025,United Rentals,URI,capital-intensive real-economy buildout,owned-rental mix trend,Equipment rentals revenue growth,14.4,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual revenue-by-type table,"13806M / 12064M - 1",proxy-derived,"Total equipment-rentals revenue grew 14.4% over FY2023-FY2025.","It does not prove return on fleet capital.","Fleet OEC and margin bridge"
URIORST-010,FY 2023,United Rentals,URI,capital-intensive real-economy buildout,specialty segment trend,Specialty equipment rentals revenue,3261,M USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-10k-10k.html,Annual segment table,"Specialty equipment rentals for year ended December 31 2023",filed-source-table,"Specialty was already a meaningful segment in FY2023.","It does not disclose specialty category mix.","Specialty product category schedule"
