extraction_id,company,ticker,period,field,value,unit,source_anchor,what_it_proves,boundary,claim_status
ARFTDC-001,"Fortinet, Inc.",FTNT,FY2025,revenue,6.7996,USD billions,analysis/company-first-principles/technology/internet-software-services/fortinet-inc/company-analysis.md; extracted/technology/internet-software-services/fortinet-inc/company-packet.md,Fortinet had larger annual scale than the other digital-control cases extracted so far.,Revenue scale does not prove permanent security-platform control.,source-visible-with-boundary
ARFTDC-002,"Fortinet, Inc.",FTNT,FY2025,"gross profit, operating income, and net income",5.4707 / 2.0847 / 1.8534,USD billions,extracted/technology/internet-software-services/fortinet-inc/company-packet.md,"Fortinet had strong GAAP profitability, not only adjusted-profit language.",Total-company profit does not prove every platform lane has high return.,source-visible-with-boundary
ARFTDC-003,"Fortinet, Inc.",FTNT,FY2025,product revenue and service revenue,2.22 / 4.58,USD billions,analysis/company-first-principles/technology/internet-software-services/fortinet-inc/company-analysis.md; extracted/technology/internet-software-services/fortinet-inc/company-packet.md,The model blended hardware/product sales with a larger recurring service base.,Product/service split does not prove renewal rates or product-cycle durability.,source-visible-with-boundary
ARFTDC-004,"Fortinet, Inc.",FTNT,FY2025,billings,7.55,USD billions,analysis/company-first-principles/technology/internet-software-services/fortinet-inc/company-analysis.md; extracted/technology/internet-software-services/fortinet-inc/company-packet.md,Customer invoicing and renewal/contract activity were visible beyond revenue alone.,Billings do not prove end-customer demand without channel and renewal checks.,source-visible-with-boundary
ARFTDC-005,"Fortinet, Inc.",FTNT,FY2025,operating cash flow and free cash flow,2.5906 / 2.21,USD billions,analysis/company-first-principles/technology/internet-software-services/fortinet-inc/company-analysis.md; extracted/technology/internet-software-services/fortinet-inc/company-packet.md,Fortinet had unusually strong company-level cash conversion.,Free cash flow does not prove product-level cash quality or channel health.,source-visible-with-boundary
ARFTDC-006,"Fortinet, Inc.",FTNT,FY2025,deferred revenue and cash/investments,7.12 / 3.9222,USD billions,analysis/company-first-principles/technology/internet-software-services/fortinet-inc/company-analysis.md; extracted/technology/internet-software-services/fortinet-inc/company-packet.md,The service spine and liquidity were visible.,"Deferred revenue does not prove churn, renewal durability, or future margin.",source-visible-with-boundary
ARFTDC-007,"Fortinet, Inc.",FTNT,Q4 2025,"revenue, product revenue, and billings",1.91 / 691 / 2.37,USD billions / USD millions / USD billions,extracted/technology/internet-software-services/fortinet-inc/company-packet.md; extracted/technology/internet-software-services/fortinet-inc/company-profile.md,Quarter-end demand showed both product and billings strength.,One quarter does not prove durable hardware-cycle recovery.,source-visible-with-boundary
ARFTDC-008,"Fortinet, Inc.",FTNT,Q4 2025,"Unified SASE billings growth, GAAP operating margin, and non-GAAP operating margin",40 / 33 / 37,percent,extracted/technology/internet-software-services/fortinet-inc/company-packet.md,Fortinet was extending from firewall into SASE while keeping high margins.,SASE billings growth does not prove cloud-native policy dominance.,source-visible-with-boundary
ARFTDC-009,"Fortinet, Inc.",FTNT,Q1 2026,"revenue, billings, operating cash flow, and free cash flow",1.85 / 2.09 / 1.0771 / about 1.01,USD billions,extracted/technology/internet-software-services/fortinet-inc/company-packet.md; extracted/technology/internet-software-services/fortinet-inc/company-profile.md,Cash generation and billings remained strong into 2026.,Quarterly cash flow can be affected by billing timing and working capital.,source-visible-with-boundary
ARFTDC-010,"Fortinet, Inc.",FTNT,Q2 2026,"revenue, product revenue, and billings",2.05 / 773 / 2.37,USD billions / USD millions / USD billions,analysis/company-first-principles/technology/internet-software-services/fortinet-inc/company-analysis.md; extracted/technology/internet-software-services/fortinet-inc/company-packet.md; extracted/technology/internet-software-services/fortinet-inc/company-profile.md,Latest local quarter showed product rebound and continued billings strength.,Product rebound does not prove long-run product-cycle durability.,source-visible-with-boundary
ARFTDC-011,"Fortinet, Inc.",FTNT,Q2 2026,"operating income, net income, operating cash flow, and free cash flow",689.3 / 606.3 / about 1.04 / 966,USD millions / USD millions / USD billions / USD millions,extracted/technology/internet-software-services/fortinet-inc/company-packet.md,Latest local quarter showed profitability and free cash flow at scale.,Profit and cash flow do not prove every product lane is durable.,source-visible-with-boundary
ARFTDC-012,"Fortinet, Inc.",FTNT,Q2 2026 / 2026-08-10 framing,"current deferred revenue, cash/investments, and platform lanes",3.8418 / 4.4687 / Unified SASE; AI Security; FortiGuard AI Services; OT Security; Security Fabric,USD billions / USD billions / platform lanes,analysis/company-first-principles/technology/internet-software-services/fortinet-inc/company-analysis.md; extracted/technology/internet-software-services/fortinet-inc/company-packet.md; extracted/technology/internet-software-services/fortinet-inc/company-profile.md,Recurring services and platform expansion were visible.,"Platform lanes do not prove attachment, customer outcomes, or product-level profitability.",source-visible-with-boundary
