claim_id,company,manager,vehicle,period,investment_section,industry,amortized_cost_usd_thousands,fair_value_usd_thousands,fair_value_usd_m,percent_of_net_assets,source_file,source_table_index,source_row_index,source_basis,status
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,Non-controlled/non-affiliated portfolio company investments,Advertising and media,184501.0,183562.0,183.562,2.6,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,13,8,Official industry subtotal row in OBDC Q2 2026 10-Q schedule of investments; rows are in thousands.,official-subtotal-reconciles-with-adjustments
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,Non-controlled/non-affiliated portfolio company investments,Aerospace and defense,234582.0,203339.0,203.339,2.9,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,13,16,Official industry subtotal row in OBDC Q2 2026 10-Q schedule of investments; rows are in thousands.,official-subtotal-reconciles-with-adjustments
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,Non-controlled/non-affiliated portfolio company investments,Asset based lending and fund finance,113215.0,119729.0,119.729,1.7,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,13,21,Official industry subtotal row in OBDC Q2 2026 10-Q schedule of investments; rows are in thousands.,official-subtotal-reconciles-with-adjustments
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,Non-controlled/non-affiliated portfolio company investments,Automotive services,190000.0,190011.0,190.011,2.7,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,13,27,Official industry subtotal row in OBDC Q2 2026 10-Q schedule of investments; rows are in thousands.,official-subtotal-reconciles-with-adjustments
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,Non-controlled/non-affiliated portfolio company investments,Buildings and real estate,620097.0,622366.0,622.366,8.9,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,13,33,Official industry subtotal row in OBDC Q2 2026 10-Q schedule of investments; rows are in thousands.,official-subtotal-reconciles-with-adjustments
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,Non-controlled/non-affiliated portfolio company investments,Business services,414786.0,412777.0,412.777,5.9,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,14,20,Official industry subtotal row in OBDC Q2 2026 10-Q schedule of investments; rows are in thousands.,official-subtotal-reconciles-with-adjustments
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,Non-controlled/non-affiliated portfolio company investments,Chemicals,520467.0,522105.0,522.105,7.4,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,14,28,Official industry subtotal row in OBDC Q2 2026 10-Q schedule of investments; rows are in thousands.,official-subtotal-reconciles-with-adjustments
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,Non-controlled/non-affiliated portfolio company investments,Consumer products,439506.0,372709.0,372.709,5.3,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,15,8,Official industry subtotal row in OBDC Q2 2026 10-Q schedule of investments; rows are in thousands.,official-subtotal-reconciles-with-adjustments
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,Non-controlled/non-affiliated portfolio company investments,Containers and packaging,399307.0,400734.0,400.734,5.7,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,15,18,Official industry subtotal row in OBDC Q2 2026 10-Q schedule of investments; rows are in thousands.,official-subtotal-reconciles-with-adjustments
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,Non-controlled/non-affiliated portfolio company investments,Distribution,196632.0,195747.0,195.747,2.8,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,15,24,Official industry subtotal row in OBDC Q2 2026 10-Q schedule of investments; rows are in thousands.,official-subtotal-reconciles-with-adjustments
