extraction_id,company,ticker,period,field,value,unit,source_anchor,what_it_proves,boundary,claim_status
ARBLDRBE-001,"Builders FirstSource, Inc.",BLDR,FY2025,business identity,professional-builder platform,business model marker,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md; analysis/company-first-principles/industrial-goods/general-building-materials/builders-firstsource-inc/company-analysis.md,Builders FirstSource is not just a lumber distributor.,Business identity does not prove customer cash collection or margin durability.,source-visible-with-boundary
ARBLDRBE-002,"Builders FirstSource, Inc.",BLDR,FY2025,location scale,about 585 / 43,locations / states,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md; extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-profile.md,The company has national builder-supply density.,Location scale does not prove local pricing power or branch-level profitability.,source-visible-with-boundary
ARBLDRBE-003,"Builders FirstSource, Inc.",BLDR,FY2025,customer and demand engine,new residential construction and repair/remodel,demand categories,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md,The business is tied to both new building and upkeep activity.,Demand categories do not quantify cash by new-build versus repair/remodel.,source-visible-with-boundary
ARBLDRBE-004,"Builders FirstSource, Inc.",BLDR,FY2025,value-added strategy,"prefabricated components, turnkey services, digital solutions",strategy fields,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md; analysis/company-first-principles/industrial-goods/general-building-materials/builders-firstsource-inc/company-analysis.md,The company is trying to reduce job-site labor and coordination friction.,"Strategy language does not prove adoption, monetization, or margin protection.",source-visible-with-boundary
ARBLDRBE-005,"Builders FirstSource, Inc.",BLDR,FY2025,fiscal-year scale,15.8,USD billions net sales,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md; analysis/company-first-principles/industrial-goods/general-building-materials/builders-firstsource-inc/company-analysis.md,The platform is large enough to matter in the housing supply chain.,Sales scale does not prove housing recovery or free-cash-flow quality.,source-visible-with-boundary
ARBLDRBE-006,"Builders FirstSource, Inc.",BLDR,FY2025,fiscal-year profitability,1.6 / 10.1,USD billions adjusted EBITDA / percent adjusted EBITDA margin,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md; analysis/company-first-principles/industrial-goods/general-building-materials/builders-firstsource-inc/company-analysis.md,The business stayed profitable despite a weak housing backdrop.,Adjusted EBITDA does not prove clean operating cash or through-cycle return.,source-visible-with-boundary
ARBLDRBE-007,"Builders FirstSource, Inc.",BLDR,Q4 2025,Q4 operating evidence,3.4 / -12.1 / 29.8 / 274.9,USD billions sales / percent sales decline / percent gross margin / USD millions adjusted EBITDA,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md; extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-profile.md,The year ended under clear starts and affordability pressure.,Quarterly EBITDA does not prove segment cash conversion or demand recovery.,source-visible-with-boundary
ARBLDRBE-008,"Builders FirstSource, Inc.",BLDR,Q4 2025,Q4 pressure language,"affordability challenges, weak consumer confidence, depressed commodity prices",management commentary,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md,Management did not frame the market as healthy.,Pressure language does not quantify the exact sales bridge by driver.,source-visible-with-boundary
ARBLDRBE-009,"Builders FirstSource, Inc.",BLDR,Q1 2026,Q1 operating evidence,3.3 / -10.1 / 28.3 / 213.8,USD billions sales / percent sales decline / percent gross margin / USD millions adjusted EBITDA,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md; extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-profile.md,The weak housing environment carried into the next year.,Weak-quarter evidence does not prove strategy failure or success.,source-visible-with-boundary
ARBLDRBE-010,"Builders FirstSource, Inc.",BLDR,Q1 2026,Q1 strategic posture,"share growth, value-added solutions, technology investment",management commentary,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md,Management kept investing in differentiation despite lower starts.,"Share-growth and technology language needs adoption, retention, and cash proof.",source-visible-with-boundary
ARBLDRBE-011,"Builders FirstSource, Inc.",BLDR,Q2 2026,Q2 operating evidence,3.9 / -8.8 / 28.1 / 329.3,USD billions sales / percent sales decline / percent gross margin / USD millions adjusted EBITDA,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md; extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-profile.md,"The latest local quarter showed continuing pressure, not a clean rebound.",Q2 sales and margin do not prove customer payment quality or inventory cash conversion.,source-visible-with-boundary
ARBLDRBE-012,"Builders FirstSource, Inc.",BLDR,Q2 2026,Q2 disproof pressure,34.9 adjusted EBITDA decline / commodity deflation / lower core organic sales,percent decline / pressure markers,extracted/industrial-goods/general-building-materials/builders-firstsource-inc/company-packet.md; analysis/company-first-principles/industrial-goods/general-building-materials/builders-firstsource-inc/company-analysis.md,The packet includes its own warning that workflow advantages can be overwhelmed by cycle pressure.,"Disproof pressure does not eliminate the platform thesis, but it limits claim strength.",source-visible-with-boundary
