diagnostic_id,metric,value,units,proof_use,boundary,next_action
CFKKRGACOBIPCX-001,match_rows,40,count,controls Accordia owned-bond income/proceeds CUSIP match status,"Same-CUSIP matching is continuity worklist evidence only; raw event tokens are not final proceeds, settlement, borrower use, liability spread, waterfall, collateral certificate, or return proof.",Run coordinate column extraction on matched disposal/acquisition pages before promoting any proceeds or gain/loss claim.
CFKKRGACOBIPCX-002,event_rows,10,count,controls Accordia owned-bond income/proceeds CUSIP match status,"Same-CUSIP matching is continuity worklist evidence only; raw event tokens are not final proceeds, settlement, borrower use, liability spread, waterfall, collateral certificate, or return proof.",Run coordinate column extraction on matched disposal/acquisition pages before promoting any proceeds or gain/loss claim.
CFKKRGACOBIPCX-003,top_detail_rows_covered,40,count,controls Accordia owned-bond income/proceeds CUSIP match status,"Same-CUSIP matching is continuity worklist evidence only; raw event tokens are not final proceeds, settlement, borrower use, liability spread, waterfall, collateral certificate, or return proof.",Run coordinate column extraction on matched disposal/acquisition pages before promoting any proceeds or gain/loss claim.
CFKKRGACOBIPCX-004,rows_with_same_cusip_event,10,count,controls Accordia owned-bond income/proceeds CUSIP match status,"Same-CUSIP matching is continuity worklist evidence only; raw event tokens are not final proceeds, settlement, borrower use, liability spread, waterfall, collateral certificate, or return proof.",Run coordinate column extraction on matched disposal/acquisition pages before promoting any proceeds or gain/loss claim.
CFKKRGACOBIPCX-005,rows_with_same_cusip_acquisition,7,count,controls Accordia owned-bond income/proceeds CUSIP match status,"Same-CUSIP matching is continuity worklist evidence only; raw event tokens are not final proceeds, settlement, borrower use, liability spread, waterfall, collateral certificate, or return proof.",Run coordinate column extraction on matched disposal/acquisition pages before promoting any proceeds or gain/loss claim.
CFKKRGACOBIPCX-006,rows_with_same_cusip_disposal,3,count,controls Accordia owned-bond income/proceeds CUSIP match status,"Same-CUSIP matching is continuity worklist evidence only; raw event tokens are not final proceeds, settlement, borrower use, liability spread, waterfall, collateral certificate, or return proof.",Run coordinate column extraction on matched disposal/acquisition pages before promoting any proceeds or gain/loss claim.
CFKKRGACOBIPCX-007,rows_with_same_year_acquired_disposed,0,count,controls Accordia owned-bond income/proceeds CUSIP match status,"Same-CUSIP matching is continuity worklist evidence only; raw event tokens are not final proceeds, settlement, borrower use, liability spread, waterfall, collateral certificate, or return proof.",Run coordinate column extraction on matched disposal/acquisition pages before promoting any proceeds or gain/loss claim.
CFKKRGACOBIPCX-008,interest_received_on_top_40_rows,63974606,USD,controls Accordia owned-bond income/proceeds CUSIP match status,"Same-CUSIP matching is continuity worklist evidence only; raw event tokens are not final proceeds, settlement, borrower use, liability spread, waterfall, collateral certificate, or return proof.",Run coordinate column extraction on matched disposal/acquisition pages before promoting any proceeds or gain/loss claim.
CFKKRGACOBIPCX-009,interest_received_on_rows_with_any_event,13851356,USD,controls Accordia owned-bond income/proceeds CUSIP match status,"Same-CUSIP matching is continuity worklist evidence only; raw event tokens are not final proceeds, settlement, borrower use, liability spread, waterfall, collateral certificate, or return proof.",Run coordinate column extraction on matched disposal/acquisition pages before promoting any proceeds or gain/loss claim.
CFKKRGACOBIPCX-010,interest_received_on_disposal_candidate_rows,4868177,USD,controls Accordia owned-bond income/proceeds CUSIP match status,"Same-CUSIP matching is continuity worklist evidence only; raw event tokens are not final proceeds, settlement, borrower use, liability spread, waterfall, collateral certificate, or return proof.",Run coordinate column extraction on matched disposal/acquisition pages before promoting any proceeds or gain/loss claim.
