claim_id,source_id,reporting_entity,period,metric_category,metric_name,value,unit,source_url,local_path,source_location,what_it_proves,what_it_does_not_prove,status
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,vehicle structure,legal form,Delaware statutory trust,text,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,organization note page 124,"ASIF reports that it is a Delaware statutory trust formed on March 15 2022.","This does not identify investor source or borrower-level facility size.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,vehicle structure,registered structure,closed-end management investment company regulated as BDC,text,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,organization note page 124,"ASIF says it is a closed-end management investment company that has elected to be regulated as a BDC.","This supports BDC/private-credit vehicle classification but not ultimate investor identity.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,vehicle structure,tax status,regulated investment company,text,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,organization note page 124,"ASIF says it elected to be treated as a regulated investment company for tax purposes.","RIC status does not identify end investors.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,manager relationship,external investment adviser,Ares Capital Management LLC,text,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,organization note page 124,"ASIF says it is externally managed by Ares Capital Management LLC, a subsidiary of Ares Management Corporation.","This proves adviser relationship, not Ares corporate-balance-sheet funding.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,manager relationship,administrator,Ares Operations LLC,text,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,organization note page 124,"ASIF says Ares Operations LLC provides administrative services.","This is operational infrastructure, not source-of-funds evidence.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,investment strategy,primary borrower target,U.S. middle-market companies with EBITDA generally 10M to 250M USD,text,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,organization note page 124,"ASIF says it targets credit instruments made to or issued by U.S. middle-market companies generally defined as annual EBITDA between 10M and 250M USD.","This does not classify the use of proceeds for each borrower.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,balance sheet,total investments at fair value,21332.904,USD millions,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,consolidated statements of assets and liabilities page 3,"ASIF reported 21.333B USD of total investments at fair value at March 31 2026.","This is vehicle scale, not borrower-specific facility size.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,balance sheet,total assets,22350.746,USD millions,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,consolidated statements of assets and liabilities page 3,"ASIF reported 22.351B USD of total assets at March 31 2026.","This does not identify ultimate investor sources.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,balance sheet,debt carrying value,11021.485,USD millions,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,consolidated statements of assets and liabilities page 3,"ASIF reported 11.021B USD of debt carrying value at March 31 2026.","This is vehicle leverage, not a borrower allocation.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,balance sheet,secured borrowing,265.097,USD millions,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,consolidated statements of assets and liabilities page 3,"ASIF reported 265.097M USD of secured borrowing at March 31 2026.","This is a balance-sheet liability item and not borrower-level debt.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,balance sheet,total liabilities,11847.196,USD millions,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,consolidated statements of assets and liabilities page 3,"ASIF reported 11.847B USD of total liabilities at March 31 2026.","This does not allocate liabilities to named portfolio companies.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,balance sheet,total net assets,10503.550,USD millions,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,consolidated statements of assets and liabilities page 3,"ASIF reported 10.504B USD of total net assets at March 31 2026.","This identifies fund equity/net assets but not investor identities.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,share class,Class I net assets,8350.694,USD millions,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,consolidated statements of assets and liabilities page 3,"ASIF reported 8.351B USD of Class I net assets at March 31 2026.","This class-level net-asset disclosure does not identify each investor type.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,share class,Class S net assets,1308.956,USD millions,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,consolidated statements of assets and liabilities page 3,"ASIF reported 1.309B USD of Class S net assets at March 31 2026.","This does not identify broker/dealer or end-investor composition.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,share class,Class D net assets,843.900,USD millions,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,consolidated statements of assets and liabilities page 3,"ASIF reported 843.9M USD of Class D net assets at March 31 2026.","This does not identify end-investor composition.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,share class,NAV per share,26.85,USD per share,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,consolidated statements of assets and liabilities page 3,"ASIF reported 26.85 USD NAV per share for Class I, S, and D shares at March 31 2026.","NAV does not identify source of capital.",extracted
CF-005,asif-2026q1-n14-supplement,Ares Strategic Income Fund,Q1 2026,capital structure,asset coverage ratio,192,percent,https://www.sec.gov/Archives/edgar/data/1918712/000162828026034174/asifq1-2026nx14supplementn.htm,raw/primary-sources/capital-flow/aeritek/sec/asif-2026q1-n14-supplement.html,debt note page 140,"ASIF reported 192% asset coverage at March 31 2026.","Asset coverage is regulatory leverage context, not ultimate investor proof.",extracted
