row_id,period,company,ticker,theme,subtheme,metric,value,unit,source_file,source_detail,calculation_or_source,evidence_status,what_it_says,what_it_does_not_say,next_source
URIABL-001,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,SEC retrieval status,actual ABL exhibits retrieved,status,"raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html; raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-1.htm; raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-2.htm; raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-tm2520569d1_ex10-3.htm",SEC 8-K and Exhibits 10.1/10.2/10.3,"Official SEC archive files for Fifth Amended and Restated Credit Agreement plus U.S. and Canadian Security Agreements",agreement-document-retrieved,"The prior URI ABL document gap is partly resolved with actual agreement and security exhibits.","This does not include borrowing-base certificates, monthly collateral reports, or current legal availability.","Retrieve borrowing-base certificates, collateral schedules, lender presentation materials, and monthly collateral reports"
URIABL-002,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,Event type,Item 1.01 and Item 2.03,text,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K,"8-K reports entry into a material definitive agreement and creation of a direct financial obligation",filed-event,"The ABL reset is a filed financing event, not just a quarterly debt-note line item.","The 8-K summary alone is not the full borrowing-base proof.","Full agreement schedules and collateral reporting"
URIABL-003,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,ABL facility size,4500000000,USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K Item 1.01,"8-K states senior secured asset-based loan facility of 4500 million USD",filed-event-term,"URI has a 4.5B USD senior secured ABL facility subject to borrowing-base availability.","Stated facility size is not the same as current legal availability or unrestricted cash.","Borrowing-base certificates and availability reports"
URIABL-004,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,Maturity date,2030-07-10,date,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K Item 1.01,"8-K states the ABL Facility matures on July 10 2030",filed-event-term,"The ABL runway extends to July 10 2030 after the reset.","This does not prove no earlier acceleration or default risk.","Future amendments and covenant compliance"
URIABL-005,2025-07-09,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,Drawn at close before reset,2049000000,USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K Item 1.01,"8-K states approximately 2049 million USD was drawn as of close of business July 9 2025",filed-event-term,"The facility was materially used at the reset date.","It does not identify the exact assets or fleet purchases funded by the draw.","Cash-flow statement, borrowing records, and source-and-use schedules"
URIABL-006,2025-07-09,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,Availability net of letters of credit,2428000000,USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K Item 1.01,"8-K states approximately 2428 million USD was available for additional borrowings net of letters of credit subject to borrowing-base limitations",filed-event-term,"URI had large disclosed availability immediately before the reset.","Availability is subject to borrowing-base limits and is not a current 2026 borrowing-base certificate.","Current availability certificate and L/C detail"
URIABL-007,2025-07-09,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,Drawn as share of stated facility,45.5,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K Item 1.01,"2049 / 4500 = 45.5%",derived-ratio,"The disclosed pre-reset draw used less than half of stated facility size on a simple size basis.","This ignores borrowing-base eligibility, reserves, letters of credit, and currency sublimits.","Borrowing-base and collateral reports"
URIABL-008,2025-07-09,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,Availability as share of stated facility,54.0,percent,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K Item 1.01,"2428 / 4500 = 54.0%",derived-ratio,"The disclosed availability was about 54.0% of stated facility size before the reset.","It is not a proof of all-in liquidity after July 2025 or Q2 2026.","Current availability certificate and Q2 2026 debt note"
URIABL-009,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,ANZ tranche,175000000,USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K Item 1.01,"8-K states 175 million USD of the 4500 million USD is available only to ANZ borrowers",filed-event-term,"The ABL is geographically structured and not one undifferentiated U.S. revolver.","The row does not show current ANZ usage or collateral.","ANZ borrowing and collateral schedules"
URIABL-010,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,Canadian revolving loan sublimit,250000000,USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K Item 1.01,"8-K states a 250 million USD Canadian revolving-loan sublimit",filed-event-term,"A portion of the ABL is separately constrained for Canadian revolving loans.","It does not show Canadian borrowing-base collateral or utilization.","Canadian borrowing-base and availability schedules"
URIABL-011,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,ROW revolving loan sublimit,125000000,USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K Item 1.01,"8-K states a 125 million USD ROW revolving-loan sublimit",filed-event-term,"The ABL has a separate ROW borrowing channel.","It does not show ROW borrowing-base collateral or utilization.","ROW borrowing-base and availability schedules"
URIABL-012,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,U.S. swingline sublimit,150000000,USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K Item 1.01,"8-K states a 150 million USD U.S. swingline sublimit",filed-event-term,"The facility includes same-day or short-term swingline capacity for U.S. needs.","It does not prove actual swingline use.","Loan register and availability report"
URIABL-013,2025-07-10,United Rentals,URI,capital-intensive real-economy buildout,ABL legal mechanics,Canadian swingline sublimit,50000000,USD,raw/sec/industrial-goods/rental-leasing-services/united-rentals-inc/2025-07-11-8k.html,SEC 8-K Item 1.01,"8-K states a 50 million USD Canadian swingline sublimit",filed-event-term,"The Canadian borrowing channel also has swingline capacity.","It does not prove current usage.","Loan register and availability report"
